id,fallout_id,property_name,property_value
22331,AFOM05737,ERROR DESCRIPTION,'There is already an open order for the service.'
22332,AFOM05737,APPOINTMENT ID,'APPT0076637'
22333,AFOM05738,CUSTOMER ID,'CUST00015601'
22334,AFOM05738,LOCATION ID,'LOC000099708'
22335,AFOM05738,RFS ID,'RFS32280'
22336,AFOM05738,ERROR DESCRIPTION,'Error encoutnered while processing response from ABC.'
22337,AFOM05739,RFS ID,'RFS36893'
22339,AFOM05739,CUSTOMER ID,'CUST0008936'
22340,AFOM05739,ORDER ID,'ORD00036118'
22341,AFOM05740,LOCATION ID,'LOC000039982'
22342,AFOM05740,ORDER ID,'ORD00064628'
22343,AFOM05740,ACCESS TYPE,'FTTN'
22345,AFOM05741,ORDER ID,'ORD00025620'
22346,AFOM05741,RFS ID,'RFS46839'
22347,AFOM05741,ACCESS TYPE,'FTTN'
22349,AFOM05742,LOCATION ID,'LOC000041773'
22350,AFOM05742,RFS ID,'RFS22361'
22351,AFOM05742,APPOINTMENT ID,'APPT0079322'
22352,AFOM05742,ERROR DESCRIPTION,'Error encoutnered while processing response from ABC.'
22353,AFOM05743,RFS ID,'RFS88769'
22354,AFOM05743,ACCESS TYPE,'FTTN'
22356,AFOM05744,ACCESS TYPE,'HFC'
22357,AFOM05744,APPOINTMENT ID,'APPT0011890'
22358,AFOM05744,ERROR DESCRIPTION,'There is already an open order for the service.'
22359,AFOM05744,RFS ID,'RFS87696'
22360,AFOM05745,CUSTOMER ID,'CUST00034793'
22363,AFOM05745,ORDER ID,'ORD00070094'
22364,AFOM05746,ORDER ID,'ORD00053652'
22366,AFOM05746,ERROR DESCRIPTION,'Error encoutnered while processing response from ABC.'
22367,AFOM05746,RFS ID,'RFS80026'
22368,AFOM05747,ORDER ID,'ORD00058837'
22369,AFOM05747,APPOINTMENT ID,'APPT0092558'
22371,AFOM05747,ERROR DESCRIPTION,'Message to system XYZ timed out.'
22372,AFOM05748,LOCATION ID,'LOC000026281'
22373,AFOM05748,RFS ID,'RFS11533'
22376,AFOM05749,ERROR DESCRIPTION,'There is already an open order for the service.'
22377,AFOM05749,RFS ID,'RFS91010'
22378,AFOM05749,APPOINTMENT ID,'APPT0040811'
22379,AFOM05749,ORDER ID,'ORD00044291'
22380,AFOM05750,ERROR DESCRIPTION,'Message to system XYZ timed out.'
22382,AFOM05750,LOCATION ID,'LOC000038044'
22383,AFOM05750,RFS ID,'RFS38407'
22384,AFOM05751,CUSTOMER ID,'CUST00029579'
22385,AFOM05751,LOCATION ID,'LOC000023187'
22387,AFOM05751,RFS ID,'RFS52601'
22388,AFOM05752,ORDER ID,'ORD00098986'
22389,AFOM05752,ERROR DESCRIPTION,'The service type is not defined.'
22391,AFOM05753,RFS ID,'RFS96876'
22392,AFOM05753,LOCATION ID,'LOC000073798'
22393,AFOM05753,ORDER ID,'ORD00045381'
22394,AFOM05753,CUSTOMER ID,'CUST00099790'
22395,AFOM05754,ACCESS TYPE,'FIBER'
22396,AFOM05754,ORDER ID,'ORD00040966'
22398,AFOM05754,LOCATION ID,'LOC000021867'
22399,AFOM05755,ACCESS TYPE,'HFC'
22401,AFOM05755,CUSTOMER ID,'CUST0008872'
22402,AFOM05755,RFS ID,'RFS2298'
22403,AFOM05756,ERROR DESCRIPTION,'There is already an open order for the service.'
22404,AFOM05756,ACCESS TYPE,'FTTN'
22405,AFOM05756,RFS ID,'RFS4735'
22406,AFOM05756,CUSTOMER ID,'CUST00072648'
22407,AFOM05757,RFS ID,'RFS39049'
22408,AFOM05757,ACCESS TYPE,'HFC'
22410,AFOM05757,CUSTOMER ID,'CUST00040859'
22411,AFOM05758,ERROR DESCRIPTION,'The service type is not defined.'
22412,AFOM05758,ACCESS TYPE,'HFC'
22413,AFOM05758,CUSTOMER ID,'CUST0001395'
22415,AFOM05759,ORDER ID,'ORD00024258'
22416,AFOM05759,CUSTOMER ID,'CUST00060842'
22419,AFOM05760,ORDER ID,'ORD00070234'
22420,AFOM05760,ACCESS TYPE,'FTTN'
22421,AFOM05760,APPOINTMENT ID,'APPT0048993'
22422,AFOM05761,LOCATION ID,'LOC00002508'
22423,AFOM05761,APPOINTMENT ID,'APPT0014026'
22424,AFOM05761,ACCESS TYPE,'FIBER'
22425,AFOM05761,CUSTOMER ID,'CUST00093435'
22426,AFOM05762,RFS ID,'RFS89949'
22428,AFOM05762,ORDER ID,'ORD00063484'
22429,AFOM05762,APPOINTMENT ID,'APPT0061351'
22430,AFOM05763,CUSTOMER ID,'CUST00026706'
22431,AFOM05763,LOCATION ID,'LOC000063374'
22434,AFOM05764,RFS ID,'RFS81752'
22435,AFOM05764,CUSTOMER ID,'CUST00087840'
22436,AFOM05764,LOCATION ID,'LOC000089199'
22437,AFOM05764,APPOINTMENT ID,'APPT0037563'
22438,AFOM05765,ERROR DESCRIPTION,'Response received from system abc not expected.'
22439,AFOM05765,APPOINTMENT ID,'APPT0090225'
22440,AFOM05765,RFS ID,'RFS34732'
22442,AFOM05766,RFS ID,'RFS37657'
22443,AFOM05766,ORDER ID,'ORD00054796'
22444,AFOM05766,ERROR DESCRIPTION,'The service type is not defined.'
22446,AFOM05767,RFS ID,'RFS50703'
22447,AFOM05767,LOCATION ID,'LOC000026728'
22449,AFOM05767,ACCESS TYPE,'HFC'
22450,AFOM05768,APPOINTMENT ID,'APPT0019859'
22452,AFOM05768,RFS ID,'RFS45891'
22453,AFOM05769,LOCATION ID,'LOC00004795'
22454,AFOM05769,ERROR DESCRIPTION,'The service type is not defined.'
22455,AFOM05769,ACCESS TYPE,'FIBER'
22456,AFOM05769,ORDER ID,'ORD00035723'
22457,AFOM05770,ORDER ID,'ORD00035505'
22458,AFOM05770,ACCESS TYPE,'FIBER'
22459,AFOM05770,CUSTOMER ID,'CUST00067718'
22460,AFOM05770,RFS ID,'RFS91568'
22461,AFOM05771,ERROR DESCRIPTION,'Message to system XYZ timed out.'
22462,AFOM05771,ORDER ID,'ORD00085471'
22463,AFOM05771,CUSTOMER ID,'CUST00086417'
22464,AFOM05771,APPOINTMENT ID,'APPT0012767'
22465,AFOM05772,CUSTOMER ID,'CUST00091221'
22466,AFOM05772,ACCESS TYPE,'SATELLITE'
22467,AFOM05772,RFS ID,'RFS47394'
22469,AFOM05773,ACCESS TYPE,'SATELLITE'
22470,AFOM05773,ORDER ID,'ORD00027163'
22471,AFOM05773,LOCATION ID,'LOC000075994'
22473,AFOM05774,ORDER ID,'ORD00046268'
22474,AFOM05774,ACCESS TYPE,'FTTN'
22476,AFOM05774,APPOINTMENT ID,'APPT0035414'
22477,AFOM05775,CUSTOMER ID,'CUST00098062'
22478,AFOM05775,RFS ID,'RFS45647'
22480,AFOM05775,LOCATION ID,'LOC000027297'
22481,AFOM05776,APPOINTMENT ID,'APPT0072052'
22482,AFOM05776,LOCATION ID,'LOC000083743'
22485,AFOM05777,RFS ID,'RFS47751'
22486,AFOM05777,ACCESS TYPE,'FIBER'
22487,AFOM05777,APPOINTMENT ID,'APPT0028611'
22489,AFOM05778,ERROR DESCRIPTION,'Message to system XYZ timed out.'
22491,AFOM05778,ORDER ID,'ORD00026184'
22493,AFOM05779,ACCESS TYPE,'FTTN'
22494,AFOM05779,ERROR DESCRIPTION,'Response received from system abc not expected.'
22495,AFOM05779,APPOINTMENT ID,'APPT0092702'
22496,AFOM05779,CUSTOMER ID,'CUST0002846'
22497,AFOM05780,ORDER ID,'ORD00096673'
22498,AFOM05780,LOCATION ID,'LOC000096317'
22499,AFOM05780,RFS ID,'RFS14912'
22500,AFOM05780,APPOINTMENT ID,'APPT0018206'
22501,AFOM05781,RFS ID,'RFS5826'
22502,AFOM05781,ORDER ID,'ORD00060470'
22503,AFOM05781,APPOINTMENT ID,'APPT0081823'
22504,AFOM05781,ACCESS TYPE,'HFC'
22505,AFOM05782,RFS ID,'RFS83961'
22507,AFOM05782,ORDER ID,'ORD00070016'
22509,AFOM05783,CUSTOMER ID,'CUST00081019'
22510,AFOM05783,RFS ID,'RFS96149'
22511,AFOM05783,ERROR DESCRIPTION,'Response received from system abc not expected.'
22513,AFOM05784,CUSTOMER ID,'CUST00064269'
22515,AFOM05784,LOCATION ID,'LOC00004565'
22516,AFOM05784,ACCESS TYPE,'SATELLITE'
22517,AFOM05785,ERROR DESCRIPTION,'The service type is not defined.'
22519,AFOM05785,ACCESS TYPE,'FTTN'
22520,AFOM05785,ORDER ID,'ORD00043909'
22521,AFOM05786,ORDER ID,'ORD00062430'
22522,AFOM05786,ACCESS TYPE,'FTTN'
22523,AFOM05786,APPOINTMENT ID,'APPT0032507'
22525,AFOM05787,RFS ID,'RFS31674'
22526,AFOM05787,ERROR DESCRIPTION,'There is already an open order for the service.'
22527,AFOM05787,APPOINTMENT ID,'APPT0063999'
22528,AFOM05788,RFS ID,'RFS51131'
22530,AFOM05788,ORDER ID,'ORD00088879'
22531,AFOM05789,RFS ID,'RFS43197'
22532,AFOM05789,ERROR DESCRIPTION,'Message to system XYZ timed out.'
22534,AFOM05789,CUSTOMER ID,'CUST00078145'
22535,AFOM05790,LOCATION ID,'LOC000086649'
22536,AFOM05790,RFS ID,'RFS43551'
22537,AFOM05790,ACCESS TYPE,'FTTN'
22538,AFOM05790,ERROR DESCRIPTION,'Error encoutnered while processing response from ABC.'
22539,AFOM05791,CUSTOMER ID,'CUST00078971'
22540,AFOM05791,ACCESS TYPE,'FTTN'
22541,AFOM05791,RFS ID,'RFS74423'
22542,AFOM05791,ERROR DESCRIPTION,'The service type is not defined.'
22543,AFOM05792,ACCESS TYPE,'FTTN'
22545,AFOM05792,APPOINTMENT ID,'APPT0077703'
22546,AFOM05792,RFS ID,'RFS79081'
22547,AFOM05793,ACCESS TYPE,'HFC'
22548,AFOM05793,RFS ID,'RFS85080'
22549,AFOM05793,ORDER ID,'ORD00051747'
22551,AFOM05794,CUSTOMER ID,'CUST00028581'
22553,AFOM05794,APPOINTMENT ID,'APPT0087981'
22554,AFOM05794,ACCESS TYPE,'FIBER'
22555,AFOM05795,CUSTOMER ID,'CUST00095369'
22556,AFOM05795,ERROR DESCRIPTION,'Message to system XYZ timed out.'
22557,AFOM05795,RFS ID,'RFS35837'
22559,AFOM05796,APPOINTMENT ID,'APPT0097452'
22560,AFOM05796,ORDER ID,'ORD00087348'
22561,AFOM05796,ERROR DESCRIPTION,'The service type is not defined.'
22563,AFOM05797,ACCESS TYPE,'SATELLITE'
22564,AFOM05797,ORDER ID,'ORD0009125'
22565,AFOM05797,CUSTOMER ID,'CUST00068702'
22567,AFOM05798,ERROR DESCRIPTION,'Message to system XYZ timed out.'
22568,AFOM05798,CUSTOMER ID,'CUST0009325'
22569,AFOM05798,LOCATION ID,'LOC000036153'
22571,AFOM05799,ACCESS TYPE,'FTTN'
22572,AFOM05799,ERROR DESCRIPTION,'The service type is not defined.'
22574,AFOM05800,CUSTOMER ID,'CUST00091393'
22576,AFOM05800,ERROR DESCRIPTION,'Response received from system abc not expected.'
22578,AFOM05801,ERROR DESCRIPTION,'Response received from system abc not expected.'
22580,AFOM05801,ORDER ID,'ORD00034273'
22581,AFOM05801,RFS ID,'RFS80850'
22582,AFOM05802,ERROR DESCRIPTION,'Error encoutnered while processing response from ABC.'
22583,AFOM05802,LOCATION ID,'LOC000021358'
22584,AFOM05802,RFS ID,'RFS75556'
22586,AFOM05803,CUSTOMER ID,'CUST00036356'
22588,AFOM05803,LOCATION ID,'LOC000091459'
22589,AFOM05803,ERROR DESCRIPTION,'Message to system XYZ timed out.'
22590,AFOM05804,ORDER ID,'ORD00088283'
22591,AFOM05804,ACCESS TYPE,'FTTN'
22592,AFOM05804,CUSTOMER ID,'CUST00092745'
22593,AFOM05804,RFS ID,'RFS71152'
22594,AFOM05805,APPOINTMENT ID,'APPT0019752'
22596,AFOM05805,ERROR DESCRIPTION,'There is already an open order for the service.'
22597,AFOM05805,LOCATION ID,'LOC000024922'
22598,AFOM05806,APPOINTMENT ID,'APPT0028909'
22599,AFOM05806,RFS ID,'RFS16538'
22600,AFOM05806,ERROR DESCRIPTION,'Error encoutnered while processing response from ABC.'
22602,AFOM05807,RFS ID,'RFS5013'
22604,AFOM05807,CUSTOMER ID,'CUST00062910'
22605,AFOM05807,ERROR DESCRIPTION,'There is already an open order for the service.'
22606,AFOM05808,ACCESS TYPE,'HFC'
22608,AFOM05808,CUSTOMER ID,'CUST00033968'
22609,AFOM05808,ERROR DESCRIPTION,'Error encoutnered while processing response from ABC.'
22610,AFOM05809,ORDER ID,'ORD00057604'
22612,AFOM05809,LOCATION ID,'LOC000074303'
22614,AFOM05810,LOCATION ID,'LOC000010706'
22615,AFOM05810,ORDER ID,'ORD00069133'
22617,AFOM05810,APPOINTMENT ID,'APPT0060154'
22618,AFOM05811,CUSTOMER ID,'CUST0003331'
22619,AFOM05811,LOCATION ID,'LOC000075338'
22620,AFOM05811,ERROR DESCRIPTION,'Message to system XYZ timed out.'
22621,AFOM05811,APPOINTMENT ID,'APPT0091516'
22622,AFOM05812,ACCESS TYPE,'HFC'
22624,AFOM05812,LOCATION ID,'LOC000099931'
22625,AFOM05813,ACCESS TYPE,'FIBER'
22626,AFOM05813,APPOINTMENT ID,'APPT0085180'
22629,AFOM05814,RFS ID,'RFS24866'
22631,AFOM05814,ORDER ID,'ORD0008058'
22633,AFOM05815,ERROR DESCRIPTION,'Message to system XYZ timed out.'
22634,AFOM05815,ACCESS TYPE,'HFC'
22636,AFOM05815,APPOINTMENT ID,'APPT0057520'
22637,AFOM05816,LOCATION ID,'LOC000093012'
22638,AFOM05816,ERROR DESCRIPTION,'Message to system XYZ timed out.'
22641,AFOM05817,CUSTOMER ID,'CUST00070437'
22642,AFOM05817,RFS ID,'RFS58622'
22643,AFOM05817,ORDER ID,'ORD00037572'
22644,AFOM05817,LOCATION ID,'LOC000010013'
22645,AFOM05818,ORDER ID,'ORD0003410'
22646,AFOM05818,ERROR DESCRIPTION,'Response received from system abc not expected.'
22649,AFOM05819,LOCATION ID,'LOC00001614'
22650,AFOM05819,CUSTOMER ID,'CUST00086809'
22653,AFOM05820,CUSTOMER ID,'CUST00021387'
22654,AFOM05820,ACCESS TYPE,'FIBER'
22655,AFOM05820,LOCATION ID,'LOC000069668'
22656,AFOM05820,ERROR DESCRIPTION,'There is already an open order for the service.'
22657,AFOM05821,RFS ID,'RFS5867'
22658,AFOM05821,ORDER ID,'ORD0005027'
22660,AFOM05821,ERROR DESCRIPTION,'The service type is not defined.'
22661,AFOM05822,APPOINTMENT ID,'APPT0046624'
22663,AFOM05822,ACCESS TYPE,'SATELLITE'
22664,AFOM05822,ORDER ID,'ORD00028027'
22665,AFOM05823,ERROR DESCRIPTION,'Message to system XYZ timed out.'
22666,AFOM05823,ACCESS TYPE,'SATELLITE'
22667,AFOM05823,RFS ID,'RFS23210'
22669,AFOM05824,RFS ID,'RFS90000'
22670,AFOM05824,ORDER ID,'ORD00059774'
22671,AFOM05824,ERROR DESCRIPTION,'The service type is not defined.'
22672,AFOM05824,LOCATION ID,'LOC000080568'
22673,AFOM05825,LOCATION ID,'LOC000015117'
22674,AFOM05825,ORDER ID,'ORD0008439'
22677,AFOM05826,CUSTOMER ID,'CUST00037586'
22678,AFOM05826,RFS ID,'RFS43727'
22679,AFOM05826,LOCATION ID,'LOC000043268'
22681,AFOM05827,CUSTOMER ID,'CUST00040393'
22682,AFOM05827,ACCESS TYPE,'FTTN'
22683,AFOM05827,LOCATION ID,'LOC000049388'
22684,AFOM05828,APPOINTMENT ID,'APPT004852'
22685,AFOM05828,ERROR DESCRIPTION,'Message to system XYZ timed out.'
22686,AFOM05828,ORDER ID,'ORD0005762'
22687,AFOM05828,LOCATION ID,'LOC00008043'
22688,AFOM05829,ERROR DESCRIPTION,'There is already an open order for the service.'
22689,AFOM05829,ACCESS TYPE,'SATELLITE'
22690,AFOM05829,LOCATION ID,'LOC000050016'
22692,AFOM05830,APPOINTMENT ID,'APPT0028997'
22693,AFOM05830,LOCATION ID,'LOC000071916'
22696,AFOM05831,ACCESS TYPE,'HFC'
22697,AFOM05831,RFS ID,'RFS83398'
22698,AFOM05831,ERROR DESCRIPTION,'Response received from system abc not expected.'
22699,AFOM05831,CUSTOMER ID,'CUST00014402'
22700,AFOM05832,CUSTOMER ID,'CUST00032858'
22701,AFOM05832,ERROR DESCRIPTION,'Response received from system abc not expected.'
22703,AFOM05832,ACCESS TYPE,'HFC'
22704,AFOM05833,LOCATION ID,'LOC000029663'
22705,AFOM05833,CUSTOMER ID,'CUST0008856'
22706,AFOM05833,APPOINTMENT ID,'APPT0084851'
22708,AFOM05834,ORDER ID,'ORD00046098'
22709,AFOM05834,ERROR DESCRIPTION,'Message to system XYZ timed out.'
22711,AFOM05835,APPOINTMENT ID,'APPT0078528'
22712,AFOM05835,CUSTOMER ID,'CUST00074863'
22714,AFOM05836,CUSTOMER ID,'CUST00025643'
22715,AFOM05836,ERROR DESCRIPTION,'Error encoutnered while processing response from ABC.'
22717,AFOM05836,LOCATION ID,'LOC000034198'
22718,AFOM05837,CUSTOMER ID,'CUST00035044'
22720,AFOM05837,ORDER ID,'ORD0002834'
22722,AFOM05838,LOCATION ID,'LOC000035875'
22723,AFOM05838,RFS ID,'RFS68471'
22724,AFOM05838,ORDER ID,'ORD00072100'
22726,AFOM05839,CUSTOMER ID,'CUST0007348'
22727,AFOM05839,ACCESS TYPE,'HFC'
22728,AFOM05839,APPOINTMENT ID,'APPT0012756'
22729,AFOM05839,ERROR DESCRIPTION,'Message to system XYZ timed out.'
22730,AFOM05840,CUSTOMER ID,'CUST00078593'
22732,AFOM05840,RFS ID,'RFS45970'
22733,AFOM05840,ACCESS TYPE,'SATELLITE'
22734,AFOM05841,CUSTOMER ID,'CUST00068504'
22735,AFOM05841,APPOINTMENT ID,'APPT0087250'
22736,AFOM05841,LOCATION ID,'LOC000024813'
22737,AFOM05842,ACCESS TYPE,'FIBER'
22738,AFOM05842,APPOINTMENT ID,'APPT0095429'
22739,AFOM05842,ERROR DESCRIPTION,'Response received from system abc not expected.'
22741,AFOM05843,ACCESS TYPE,'HFC'
22742,AFOM05843,ORDER ID,'ORD00045515'
22743,AFOM05843,RFS ID,'RFS75035'
22744,AFOM05843,ERROR DESCRIPTION,'Message to system XYZ timed out.'
22745,AFOM05844,ERROR DESCRIPTION,'Message to system XYZ timed out.'
22746,AFOM05844,CUSTOMER ID,'CUST00088245'
22749,AFOM05845,ACCESS TYPE,'HFC'
22750,AFOM05845,LOCATION ID,'LOC000021815'
22751,AFOM05845,RFS ID,'RFS35831'
22753,AFOM05846,ORDER ID,'ORD00049086'
22754,AFOM05846,ERROR DESCRIPTION,'The service type is not defined.'
22755,AFOM05846,LOCATION ID,'LOC000049419'
22756,AFOM05847,APPOINTMENT ID,'APPT0065537'
22757,AFOM05847,ACCESS TYPE,'HFC'
22758,AFOM05847,RFS ID,'RFS38542'
22759,AFOM05847,CUSTOMER ID,'CUST00059484'
22760,AFOM05848,LOCATION ID,'LOC000060768'
22761,AFOM05848,CUSTOMER ID,'CUST00089499'
22762,AFOM05848,ERROR DESCRIPTION,'There is already an open order for the service.'
22763,AFOM05848,APPOINTMENT ID,'APPT0032395'
22764,AFOM05849,ERROR DESCRIPTION,'Response received from system abc not expected.'
22765,AFOM05849,RFS ID,'RFS86410'
22766,AFOM05849,ACCESS TYPE,'HFC'
22767,AFOM05849,ORDER ID,'ORD00071430'
22768,AFOM05850,APPOINTMENT ID,'APPT0049299'
22769,AFOM05850,CUSTOMER ID,'CUST00028089'
22770,AFOM05850,ACCESS TYPE,'FTTN'
22772,AFOM05851,CUSTOMER ID,'CUST00014070'
22773,AFOM05851,ERROR DESCRIPTION,'Error encoutnered while processing response from ABC.'
22774,AFOM05851,LOCATION ID,'LOC000056726'
22775,AFOM05851,APPOINTMENT ID,'APPT0063632'
22776,AFOM05852,RFS ID,'RFS11150'
22777,AFOM05852,ACCESS TYPE,'FIBER'
22778,AFOM05852,ORDER ID,'ORD00012509'
22780,AFOM05853,CUSTOMER ID,'CUST00033151'
22781,AFOM05853,ORDER ID,'ORD00061998'
22783,AFOM05854,RFS ID,'RFS87103'
22785,AFOM05854,ORDER ID,'ORD00076470'
22786,AFOM05854,APPOINTMENT ID,'APPT0071485'
22787,AFOM05855,ERROR DESCRIPTION,'There is already an open order for the service.'
22788,AFOM05855,CUSTOMER ID,'CUST00036084'
22790,AFOM05855,APPOINTMENT ID,'APPT0079776'
22791,AFOM05856,RFS ID,'RFS30373'
22792,AFOM05856,ORDER ID,'ORD00049039'
22793,AFOM05856,ACCESS TYPE,'FTTN'
22795,AFOM05857,APPOINTMENT ID,'APPT0041199'
22796,AFOM05857,ERROR DESCRIPTION,'Message to system XYZ timed out.'
22797,AFOM05857,LOCATION ID,'LOC000015452'
22799,AFOM05858,APPOINTMENT ID,'APPT0092352'
22800,AFOM05858,LOCATION ID,'LOC000065454'
22802,AFOM05858,ERROR DESCRIPTION,'Response received from system abc not expected.'
22803,AFOM05859,APPOINTMENT ID,'APPT0075677'
22804,AFOM05859,ERROR DESCRIPTION,'Error encoutnered while processing response from ABC.'
22807,AFOM05860,ORDER ID,'ORD0008303'
22808,AFOM05860,ERROR DESCRIPTION,'Response received from system abc not expected.'
22809,AFOM05860,LOCATION ID,'LOC000081960'
22810,AFOM05860,CUSTOMER ID,'CUST00062774'
22811,AFOM05861,RFS ID,'RFS44796'
22812,AFOM05861,CUSTOMER ID,'CUST00084684'
22813,AFOM05861,ERROR DESCRIPTION,'There is already an open order for the service.'
22814,AFOM05861,APPOINTMENT ID,'APPT006035'
22815,AFOM05862,RFS ID,'RFS89323'
22816,AFOM05862,ORDER ID,'ORD0003186'
22817,AFOM05862,LOCATION ID,'LOC000071901'
22818,AFOM05862,ACCESS TYPE,'FTTN'
22819,AFOM05863,ERROR DESCRIPTION,'Message to system XYZ timed out.'
22820,AFOM05863,RFS ID,'RFS88994'
22821,AFOM05863,CUSTOMER ID,'CUST00045230'
22823,AFOM05864,ORDER ID,'ORD00064189'
22824,AFOM05864,LOCATION ID,'LOC000032385'
22826,AFOM05864,CUSTOMER ID,'CUST00082397'
22827,AFOM05865,ACCESS TYPE,'HFC'
22828,AFOM05865,LOCATION ID,'LOC000020154'
22830,AFOM05866,LOCATION ID,'LOC000084193'
22831,AFOM05866,RFS ID,'RFS92496'
22832,AFOM05866,CUSTOMER ID,'CUST00010421'
22834,AFOM05867,ERROR DESCRIPTION,'There is already an open order for the service.'
22835,AFOM05867,LOCATION ID,'LOC00008160'
22836,AFOM05867,APPOINTMENT ID,'APPT0049589'
22838,AFOM05868,ORDER ID,'ORD00065928'
22839,AFOM05868,RFS ID,'RFS50866'
22840,AFOM05868,ERROR DESCRIPTION,'Response received from system abc not expected.'
22842,AFOM05869,RFS ID,'RFS89379'
22843,AFOM05869,ACCESS TYPE,'SATELLITE'
22844,AFOM05869,LOCATION ID,'LOC000065405'
22846,AFOM05870,ERROR DESCRIPTION,'There is already an open order for the service.'
22847,AFOM05870,APPOINTMENT ID,'APPT0082283'
22848,AFOM05870,CUSTOMER ID,'CUST00079696'
22849,AFOM05870,RFS ID,'RFS86954'
22850,AFOM05871,APPOINTMENT ID,'APPT0020581'
22852,AFOM05871,CUSTOMER ID,'CUST00052737'
22853,AFOM05871,LOCATION ID,'LOC000057900'
22854,AFOM05872,CUSTOMER ID,'CUST00093611'
22855,AFOM05872,LOCATION ID,'LOC000070186'
22856,AFOM05872,ORDER ID,'ORD00089881'
22858,AFOM05873,ACCESS TYPE,'FIBER'
22859,AFOM05873,RFS ID,'RFS5700'
22861,AFOM05873,APPOINTMENT ID,'APPT0034601'
22862,AFOM05874,CUSTOMER ID,'CUST00028822'
22864,AFOM05874,LOCATION ID,'LOC000026118'
22866,AFOM05875,ERROR DESCRIPTION,'Response received from system abc not expected.'
22867,AFOM05875,RFS ID,'RFS57094'
22870,AFOM05876,CUSTOMER ID,'CUST00042395'
22871,AFOM05876,APPOINTMENT ID,'APPT0090806'
22874,AFOM05877,ACCESS TYPE,'FIBER'
22875,AFOM05877,LOCATION ID,'LOC000099102'
22876,AFOM05877,RFS ID,'RFS20993'
22877,AFOM05877,ERROR DESCRIPTION,'The service type is not defined.'
22878,AFOM05878,ERROR DESCRIPTION,'Message to system XYZ timed out.'
22879,AFOM05878,LOCATION ID,'LOC000027636'
22880,AFOM05878,ACCESS TYPE,'HFC'
22882,AFOM05879,CUSTOMER ID,'CUST00047209'
22885,AFOM05879,ACCESS TYPE,'SATELLITE'
22886,AFOM05880,APPOINTMENT ID,'APPT0055640'
22888,AFOM05880,ERROR DESCRIPTION,'There is already an open order for the service.'
22890,AFOM05881,RFS ID,'RFS38725'
22891,AFOM05881,ORDER ID,'ORD00043239'
22894,AFOM05882,ACCESS TYPE,'FTTN'
22896,AFOM05882,APPOINTMENT ID,'APPT0053599'
22897,AFOM05882,LOCATION ID,'LOC000064140'
22898,AFOM05883,APPOINTMENT ID,'APPT005636'
22899,AFOM05883,RFS ID,'RFS43665'
22900,AFOM05883,ACCESS TYPE,'HFC'
22901,AFOM05883,ORDER ID,'ORD00016622'
22902,AFOM05884,CUSTOMER ID,'CUST0006824'
22903,AFOM05884,RFS ID,'RFS67139'
22905,AFOM05884,LOCATION ID,'LOC000038876'
22906,AFOM05885,ORDER ID,'ORD00085577'
22907,AFOM05885,ACCESS TYPE,'HFC'
22908,AFOM05885,APPOINTMENT ID,'APPT0038100'
22909,AFOM05885,RFS ID,'RFS98407'
22910,AFOM05886,ORDER ID,'ORD00073833'
22911,AFOM05886,LOCATION ID,'LOC000010212'
22913,AFOM05886,RFS ID,'RFS99136'
22914,AFOM05887,LOCATION ID,'LOC000099811'
22915,AFOM05887,ORDER ID,'ORD00015197'
22916,AFOM05887,ACCESS TYPE,'FTTN'
22918,AFOM05888,ACCESS TYPE,'HFC'
22919,AFOM05888,RFS ID,'RFS17144'
22920,AFOM05888,APPOINTMENT ID,'APPT007224'
22921,AFOM05889,ORDER ID,'ORD00066665'
22922,AFOM05889,RFS ID,'RFS19333'
22923,AFOM05889,ACCESS TYPE,'SATELLITE'
22924,AFOM05889,LOCATION ID,'LOC00006386'
22925,AFOM05890,RFS ID,'RFS25400'
22926,AFOM05890,LOCATION ID,'LOC00009741'
22929,AFOM05891,ORDER ID,'ORD00092790'
22930,AFOM05891,LOCATION ID,'LOC000051564'
22931,AFOM05891,RFS ID,'RFS37016'
22933,AFOM05892,LOCATION ID,'LOC00002395'
22934,AFOM05892,RFS ID,'RFS41937'
22936,AFOM05892,ACCESS TYPE,'FTTN'
22937,AFOM05893,ERROR DESCRIPTION,'There is already an open order for the service.'
22938,AFOM05893,ORDER ID,'ORD00062177'
22939,AFOM05893,APPOINTMENT ID,'APPT0048840'
22941,AFOM05894,ORDER ID,'ORD00037741'
22942,AFOM05894,ACCESS TYPE,'SATELLITE'
22943,AFOM05895,CUSTOMER ID,'CUST0003395'
22944,AFOM05895,ORDER ID,'ORD0005718'
22946,AFOM05895,RFS ID,'RFS58139'
22947,AFOM05896,RFS ID,'RFS87803'
22948,AFOM05896,ERROR DESCRIPTION,'Error encoutnered while processing response from ABC.'
22949,AFOM05896,CUSTOMER ID,'CUST00079790'
22950,AFOM05896,ACCESS TYPE,'FTTN'
22951,AFOM05897,LOCATION ID,'LOC000076091'
22952,AFOM05897,CUSTOMER ID,'CUST00025971'
22953,AFOM05897,RFS ID,'RFS2947'
22955,AFOM05898,ACCESS TYPE,'HFC'
22956,AFOM05898,ORDER ID,'ORD00028718'
22957,AFOM05898,LOCATION ID,'LOC00007043'
22959,AFOM05899,APPOINTMENT ID,'APPT0017430'
22960,AFOM05899,ERROR DESCRIPTION,'Error encoutnered while processing response from ABC.'
22962,AFOM05899,LOCATION ID,'LOC000041750'
