id,source_system,source_fallout_id,source_error_code,creation_date,due_date,status
AFOM06945,COM,COM4910,ERROR1105,2016-10-14 03:36:39,2016-10-25 03:36:39,CLOSED-SUCCESSFUL
AFOM06946,ORDERMANAGER,ORDERMANAGER87597,ERROR1208,2016-01-18 23:09:29,2016-01-29 23:09:29,CLOSED-SUCCESSFUL
AFOM06947,ORDERMANAGER,ORDERMANAGER57324,ERROR1214,2016-12-07 10:03:29,2016-12-18 10:03:29,CREATED
AFOM06948,COM,COM19533,ERROR1110,2016-11-11 08:48:30,2016-11-22 08:48:30,ERROR
AFOM06949,PNI,PNI43929,ERROR1009,2016-05-21 15:08:36,2016-06-01 15:08:36,CLOSED-FAILURE
AFOM06950,COM,COM15087,ERROR1104,2016-03-14 08:24:00,2016-03-25 08:24:00,CREATED
AFOM06951,ORDERMANAGER,ORDERMANAGER69230,ERROR1213,2015-05-25 23:17:09,2015-06-05 23:17:09,CLOSED-SUCCESSFUL
AFOM06952,COM,COM72492,ERROR1102,2015-08-20 21:25:36,2015-08-31 21:25:36,CREATED
AFOM06953,COM,COM36803,ERROR1112,2017-04-21 03:33:22,2017-05-02 03:33:22,CLOSED-FAILURE
AFOM06954,COM,COM80372,ERROR1108,2015-12-06 14:21:12,2015-12-17 14:21:12,CLOSED-SUCCESSFUL
AFOM06955,ORDERMANAGER,ORDERMANAGER94140,ERROR1209,2017-05-02 21:00:35,2017-05-13 21:00:35,CLOSED-SUCCESSFUL
AFOM06956,ORDERMANAGER,ORDERMANAGER52727,ERROR1212,2016-09-23 16:05:44,2016-10-04 16:05:44,STARTED
AFOM06957,PNI,PNI63350,ERROR1013,2015-09-17 18:25:07,2015-09-28 18:25:07,CREATED
AFOM06958,PNI,PNI44174,ERROR1005,2016-01-19 19:13:05,2016-01-30 19:13:05,ERROR
AFOM06959,PNI,PNI65929,ERROR1013,2015-06-06 18:17:33,2015-06-17 18:17:33,CLOSED-FAILURE
AFOM06960,COM,COM93016,ERROR1108,2017-05-07 01:24:03,2017-05-18 01:24:03,CLOSED-FAILURE
AFOM06961,COM,COM77620,ERROR1105,2016-05-06 16:14:01,2016-05-17 16:14:01,ERROR
AFOM06962,PNI,PNI34887,ERROR1001,2015-08-30 17:15:39,2015-09-10 17:15:39,CREATED
AFOM06963,PNI,PNI58333,ERROR1013,2015-06-09 18:24:35,2015-06-20 18:24:35,ERROR
AFOM06964,ORDERMANAGER,ORDERMANAGER11165,ERROR1206,2015-11-05 06:09:48,2015-11-16 06:09:48,CREATED
AFOM06965,PNI,PNI69039,ERROR1010,2015-08-18 18:59:14,2015-08-29 18:59:14,ERROR
AFOM06966,COM,COM66555,ERROR1101,2016-04-07 01:29:36,2016-04-18 01:29:36,STARTED
AFOM06967,ORDERMANAGER,ORDERMANAGER64590,ERROR1209,2017-03-09 16:14:33,2017-03-20 16:14:33,CLOSED-FAILURE
AFOM06968,ORDERMANAGER,ORDERMANAGER20601,ERROR1208,2016-06-13 08:24:16,2016-06-24 08:24:16,CLOSED-SUCCESSFUL
AFOM06969,ORDERMANAGER,ORDERMANAGER49813,ERROR1206,2016-02-08 20:48:21,2016-02-19 20:48:21,CLOSED-SUCCESSFUL
AFOM06970,COM,COM39029,ERROR1109,2016-12-21 14:21:51,2017-01-01 14:21:51,CLOSED-SUCCESSFUL
AFOM06971,PNI,PNI63352,ERROR1006,2016-03-30 17:47:14,2016-04-10 17:47:14,CLOSED-FAILURE
AFOM06972,ORDERMANAGER,ORDERMANAGER94400,ERROR1202,2015-08-13 00:12:05,2015-08-24 00:12:05,CLOSED-FAILURE
AFOM06973,COM,COM55745,ERROR1107,2016-11-14 23:32:24,2016-11-25 23:32:24,CLOSED-SUCCESSFUL
AFOM06974,COM,COM32891,ERROR1108,2016-11-23 18:02:49,2016-12-04 18:02:49,STARTED
AFOM06975,ORDERMANAGER,ORDERMANAGER71759,ERROR1201,2016-03-16 10:55:54,2016-03-27 10:55:54,CLOSED-FAILURE
AFOM06976,ORDERMANAGER,ORDERMANAGER19448,ERROR1203,2016-07-30 02:58:26,2016-08-10 02:58:26,STARTED
AFOM06977,ORDERMANAGER,ORDERMANAGER27177,ERROR1206,2015-07-20 11:50:57,2015-07-31 11:50:57,CREATED
AFOM06978,PNI,PNI50714,ERROR1013,2015-11-27 01:30:47,2015-12-08 01:30:47,CLOSED-FAILURE
AFOM06979,PNI,PNI58646,ERROR1011,2016-04-18 23:56:51,2016-04-29 23:56:51,CREATED
AFOM06980,COM,COM51555,ERROR1108,2015-05-31 17:36:24,2015-06-11 17:36:24,STARTED
AFOM06981,COM,COM32298,ERROR1107,2015-07-09 04:53:31,2015-07-20 04:53:31,CLOSED-FAILURE
AFOM06982,COM,COM47060,ERROR1111,2016-06-17 10:12:48,2016-06-28 10:12:48,CLOSED-SUCCESSFUL
AFOM06983,ORDERMANAGER,ORDERMANAGER86338,ERROR1208,2016-04-06 21:57:55,2016-04-17 21:57:55,CLOSED-FAILURE
AFOM06984,COM,COM22533,ERROR1113,2016-04-24 11:24:17,2016-05-05 11:24:17,ERROR
AFOM06985,PNI,PNI79172,ERROR1009,2016-01-02 12:53:08,2016-01-13 12:53:08,CREATED
AFOM06986,COM,COM97587,ERROR1102,2016-12-23 17:36:08,2017-01-03 17:36:08,CLOSED-FAILURE
AFOM06987,COM,COM53675,ERROR1102,2015-09-08 23:23:42,2015-09-19 23:23:42,CLOSED-SUCCESSFUL
AFOM06988,PNI,PNI32424,ERROR1012,2017-04-24 09:05:30,2017-05-05 09:05:30,CLOSED-FAILURE
AFOM06989,COM,COM62600,ERROR1115,2015-07-06 05:47:57,2015-07-17 05:47:57,CLOSED-SUCCESSFUL
AFOM06990,COM,COM10848,ERROR1115,2017-03-06 12:20:18,2017-03-17 12:20:18,CLOSED-FAILURE
AFOM06991,ORDERMANAGER,ORDERMANAGER17061,ERROR1208,2017-04-17 20:47:54,2017-04-28 20:47:54,CREATED
AFOM06992,COM,COM17694,ERROR1109,2015-07-17 05:21:52,2015-07-28 05:21:52,CREATED
AFOM06993,ORDERMANAGER,ORDERMANAGER9999,ERROR1207,2016-03-05 16:20:05,2016-03-16 16:20:05,ERROR
AFOM06994,PNI,PNI39405,ERROR1001,2017-01-17 18:38:07,2017-01-28 18:38:07,STARTED
AFOM06995,COM,COM33014,ERROR1102,2015-07-23 08:23:12,2015-08-03 08:23:12,CREATED
AFOM06996,PNI,PNI61997,ERROR1005,2015-05-11 13:23:42,2015-05-22 13:23:42,ERROR
AFOM06997,PNI,PNI51554,ERROR1003,2017-04-30 19:59:43,2017-05-11 19:59:43,CLOSED-SUCCESSFUL
AFOM06998,PNI,PNI82787,ERROR1003,2016-07-10 08:18:11,2016-07-21 08:18:11,CLOSED-FAILURE
AFOM06999,ORDERMANAGER,ORDERMANAGER11312,ERROR1204,2015-07-07 16:14:46,2015-07-18 16:14:46,ERROR
AFOM07000,PNI,PNI50260,ERROR1002,2015-07-30 06:32:20,2015-08-10 06:32:20,ERROR
AFOM07001,ORDERMANAGER,ORDERMANAGER74048,ERROR1209,2015-05-23 15:55:34,2015-06-03 15:55:34,CREATED
AFOM07002,COM,COM88173,ERROR1112,2016-03-30 06:39:30,2016-04-10 06:39:30,CLOSED-SUCCESSFUL
AFOM07003,ORDERMANAGER,ORDERMANAGER20175,ERROR1214,2015-12-12 12:26:39,2015-12-23 12:26:39,ERROR
AFOM07004,ORDERMANAGER,ORDERMANAGER20573,ERROR1207,2015-08-05 17:25:04,2015-08-16 17:25:04,STARTED
AFOM07005,COM,COM12495,ERROR1104,2015-05-10 18:20:35,2015-05-21 18:20:35,CLOSED-FAILURE
AFOM07006,ORDERMANAGER,ORDERMANAGER87068,ERROR1201,2015-08-28 22:23:11,2015-09-08 22:23:11,ERROR
AFOM07007,ORDERMANAGER,ORDERMANAGER94445,ERROR1201,2016-04-06 14:29:39,2016-04-17 14:29:39,ERROR
AFOM07008,ORDERMANAGER,ORDERMANAGER54187,ERROR1211,2016-12-08 03:56:22,2016-12-19 03:56:22,CLOSED-SUCCESSFUL
AFOM07009,COM,COM69704,ERROR1108,2017-01-17 07:52:41,2017-01-28 07:52:41,CREATED
AFOM07010,COM,COM24749,ERROR1108,2016-03-08 15:08:04,2016-03-19 15:08:04,STARTED
AFOM07011,COM,COM15798,ERROR1111,2016-07-29 13:32:34,2016-08-09 13:32:34,CLOSED-SUCCESSFUL
AFOM07012,COM,COM78366,ERROR1114,2015-06-13 04:48:48,2015-06-24 04:48:48,CLOSED-SUCCESSFUL
AFOM07013,PNI,PNI80899,ERROR1012,2016-03-28 07:40:58,2016-04-08 07:40:58,CREATED
AFOM07014,PNI,PNI99023,ERROR1001,2017-02-15 07:07:48,2017-02-26 07:07:48,STARTED
AFOM07015,ORDERMANAGER,ORDERMANAGER85464,ERROR1207,2016-01-30 02:16:47,2016-02-10 02:16:47,CREATED
AFOM07016,PNI,PNI46074,ERROR1007,2016-10-02 10:05:37,2016-10-13 10:05:37,STARTED
AFOM07017,COM,COM86080,ERROR1106,2017-03-29 11:50:31,2017-04-09 11:50:31,CLOSED-SUCCESSFUL
AFOM07018,COM,COM69983,ERROR1108,2016-04-24 03:21:05,2016-05-05 03:21:05,CLOSED-FAILURE
AFOM07019,PNI,PNI72739,ERROR1007,2015-10-08 01:28:29,2015-10-19 01:28:29,STARTED
AFOM07020,ORDERMANAGER,ORDERMANAGER63452,ERROR1208,2016-03-25 01:36:30,2016-04-05 01:36:30,STARTED
AFOM07021,COM,COM76393,ERROR1103,2016-08-08 21:24:47,2016-08-19 21:24:47,CLOSED-SUCCESSFUL
AFOM07022,COM,COM29555,ERROR1107,2016-03-18 07:11:14,2016-03-29 07:11:14,ERROR
AFOM07023,ORDERMANAGER,ORDERMANAGER4312,ERROR1207,2016-12-20 09:26:34,2016-12-31 09:26:34,CLOSED-SUCCESSFUL
AFOM07024,PNI,PNI10576,ERROR1005,2015-07-23 02:50:51,2015-08-03 02:50:51,CLOSED-SUCCESSFUL
AFOM07025,COM,COM38782,ERROR1113,2016-09-23 12:27:04,2016-10-04 12:27:04,CREATED
AFOM07026,ORDERMANAGER,ORDERMANAGER24664,ERROR1202,2016-02-04 18:37:17,2016-02-15 18:37:17,CLOSED-FAILURE
AFOM07027,PNI,PNI63669,ERROR1011,2015-07-31 21:27:42,2015-08-11 21:27:42,CREATED
AFOM07028,ORDERMANAGER,ORDERMANAGER25466,ERROR1211,2016-02-03 14:29:45,2016-02-14 14:29:45,CLOSED-FAILURE
AFOM07029,ORDERMANAGER,ORDERMANAGER68007,ERROR1214,2015-12-08 12:03:50,2015-12-19 12:03:50,CLOSED-SUCCESSFUL
AFOM07030,ORDERMANAGER,ORDERMANAGER54811,ERROR1213,2016-11-17 03:00:25,2016-11-28 03:00:25,CREATED
AFOM07031,ORDERMANAGER,ORDERMANAGER16568,ERROR1212,2015-06-24 06:26:26,2015-07-05 06:26:26,CREATED
AFOM07032,COM,COM86631,ERROR1113,2016-01-04 19:15:22,2016-01-15 19:15:22,ERROR
AFOM07033,COM,COM26279,ERROR1112,2015-09-29 04:15:20,2015-10-10 04:15:20,CLOSED-FAILURE
AFOM07034,PNI,PNI81275,ERROR1007,2016-08-14 00:58:45,2016-08-25 00:58:45,STARTED
AFOM07035,ORDERMANAGER,ORDERMANAGER8727,ERROR1214,2016-11-04 07:36:23,2016-11-15 07:36:23,CREATED
AFOM07036,COM,COM65071,ERROR1107,2016-07-05 17:15:03,2016-07-16 17:15:03,STARTED
AFOM07037,PNI,PNI86660,ERROR1006,2016-12-15 01:19:45,2016-12-26 01:19:45,CREATED
AFOM07038,PNI,PNI16972,ERROR1004,2017-04-24 16:25:40,2017-05-05 16:25:40,CLOSED-FAILURE
AFOM07039,ORDERMANAGER,ORDERMANAGER48294,ERROR1210,2017-03-05 21:58:55,2017-03-16 21:58:55,CREATED
AFOM07040,COM,COM82850,ERROR1109,2015-05-28 08:05:36,2015-06-08 08:05:36,ERROR
AFOM07041,ORDERMANAGER,ORDERMANAGER11354,ERROR1213,2015-12-01 01:57:31,2015-12-12 01:57:31,CLOSED-FAILURE
AFOM07042,COM,COM40917,ERROR1106,2017-03-15 13:02:42,2017-03-26 13:02:42,CLOSED-SUCCESSFUL
AFOM07043,COM,COM68764,ERROR1111,2015-09-08 06:20:12,2015-09-19 06:20:12,STARTED
AFOM07044,PNI,PNI32386,ERROR1015,2016-05-12 14:53:04,2016-05-23 14:53:04,STARTED
AFOM07045,COM,COM61792,ERROR1107,2016-05-05 02:01:31,2016-05-16 02:01:31,STARTED
AFOM07046,PNI,PNI17775,ERROR1009,2015-07-26 20:29:38,2015-08-06 20:29:38,CLOSED-SUCCESSFUL
AFOM07047,PNI,PNI32583,ERROR1004,2016-06-14 15:18:02,2016-06-25 15:18:02,ERROR
AFOM07048,PNI,PNI25525,ERROR1008,2015-05-22 21:22:11,2015-06-02 21:22:11,CLOSED-FAILURE
AFOM07049,ORDERMANAGER,ORDERMANAGER87783,ERROR1207,2015-10-24 06:01:32,2015-11-04 06:01:32,CREATED
AFOM07050,COM,COM17871,ERROR1110,2017-02-17 09:05:19,2017-02-28 09:05:19,CREATED
AFOM07051,ORDERMANAGER,ORDERMANAGER99730,ERROR1201,2017-01-19 07:41:15,2017-01-30 07:41:15,ERROR
AFOM07052,ORDERMANAGER,ORDERMANAGER63032,ERROR1214,2015-09-21 08:25:15,2015-10-02 08:25:15,CLOSED-SUCCESSFUL
AFOM07053,COM,COM83491,ERROR1110,2016-04-23 05:39:16,2016-05-04 05:39:16,STARTED
AFOM07054,COM,COM3675,ERROR1104,2015-08-18 21:49:19,2015-08-29 21:49:19,CLOSED-FAILURE
AFOM07055,COM,COM76283,ERROR1107,2016-10-25 22:50:54,2016-11-05 22:50:54,STARTED
AFOM07056,COM,COM33533,ERROR1101,2016-12-13 02:46:35,2016-12-24 02:46:35,CLOSED-FAILURE
AFOM07057,COM,COM3906,ERROR1105,2016-09-26 15:04:48,2016-10-07 15:04:48,CLOSED-FAILURE
AFOM07058,PNI,PNI21318,ERROR1003,2015-08-17 21:51:38,2015-08-28 21:51:38,CREATED
AFOM07059,COM,COM63659,ERROR1108,2016-02-07 22:50:59,2016-02-18 22:50:59,STARTED
AFOM07060,ORDERMANAGER,ORDERMANAGER21082,ERROR1208,2015-10-31 11:45:50,2015-11-11 11:45:50,CLOSED-FAILURE
AFOM07061,ORDERMANAGER,ORDERMANAGER62122,ERROR1213,2016-12-28 10:03:10,2017-01-08 10:03:10,ERROR
AFOM07062,COM,COM99618,ERROR1108,2016-05-09 06:46:54,2016-05-20 06:46:54,STARTED
AFOM07063,ORDERMANAGER,ORDERMANAGER86622,ERROR1206,2016-08-03 20:14:01,2016-08-14 20:14:01,STARTED
AFOM07064,ORDERMANAGER,ORDERMANAGER51600,ERROR1212,2015-05-16 02:01:20,2015-05-27 02:01:20,STARTED
AFOM07065,ORDERMANAGER,ORDERMANAGER25890,ERROR1203,2015-09-14 19:14:46,2015-09-25 19:14:46,STARTED
AFOM07066,PNI,PNI28448,ERROR1004,2016-05-25 00:39:10,2016-06-05 00:39:10,CLOSED-SUCCESSFUL
AFOM07067,COM,COM52413,ERROR1107,2017-01-14 02:58:51,2017-01-25 02:58:51,ERROR
AFOM07068,COM,COM74164,ERROR1111,2015-06-14 12:10:28,2015-06-25 12:10:28,ERROR
AFOM07069,PNI,PNI26061,ERROR1010,2016-08-15 23:06:23,2016-08-26 23:06:23,ERROR
AFOM07070,PNI,PNI73171,ERROR1006,2015-09-20 20:07:47,2015-10-01 20:07:47,ERROR
AFOM07071,COM,COM55459,ERROR1113,2016-05-02 21:31:04,2016-05-13 21:31:04,CLOSED-FAILURE
AFOM07072,PNI,PNI37627,ERROR1004,2016-06-19 23:54:26,2016-06-30 23:54:26,STARTED
AFOM07073,COM,COM3428,ERROR1105,2016-02-07 16:17:16,2016-02-18 16:17:16,STARTED
AFOM07074,ORDERMANAGER,ORDERMANAGER47359,ERROR1203,2016-01-20 17:56:37,2016-01-31 17:56:37,CLOSED-FAILURE
AFOM07075,PNI,PNI95283,ERROR1009,2016-04-05 05:59:30,2016-04-16 05:59:30,CREATED
AFOM07076,PNI,PNI75465,ERROR1008,2015-07-24 21:40:21,2015-08-04 21:40:21,CLOSED-SUCCESSFUL
AFOM07077,COM,COM13676,ERROR1111,2016-12-23 21:26:38,2017-01-03 21:26:38,CREATED
AFOM07078,COM,COM37699,ERROR1102,2016-09-20 06:42:02,2016-10-01 06:42:02,STARTED
AFOM07079,PNI,PNI74891,ERROR1015,2016-10-03 20:28:40,2016-10-14 20:28:40,STARTED
AFOM07080,PNI,PNI22513,ERROR1004,2015-07-25 06:55:58,2015-08-05 06:55:58,CLOSED-FAILURE
AFOM07081,COM,COM27304,ERROR1114,2015-06-26 05:03:06,2015-07-07 05:03:06,CLOSED-FAILURE
AFOM07082,ORDERMANAGER,ORDERMANAGER21813,ERROR1212,2016-02-09 16:10:43,2016-02-20 16:10:43,ERROR
AFOM07083,ORDERMANAGER,ORDERMANAGER41236,ERROR1215,2016-02-07 13:57:41,2016-02-18 13:57:41,CREATED
AFOM07084,PNI,PNI87161,ERROR1010,2016-01-28 08:27:03,2016-02-08 08:27:03,ERROR
AFOM07085,ORDERMANAGER,ORDERMANAGER96176,ERROR1208,2016-03-12 07:21:18,2016-03-23 07:21:18,ERROR
AFOM07086,PNI,PNI13637,ERROR1013,2016-03-19 03:37:30,2016-03-30 03:37:30,CLOSED-FAILURE
AFOM07087,ORDERMANAGER,ORDERMANAGER39007,ERROR1210,2016-12-06 13:44:06,2016-12-17 13:44:06,CREATED
AFOM07088,ORDERMANAGER,ORDERMANAGER20804,ERROR1213,2016-02-22 00:20:33,2016-03-04 00:20:33,STARTED
AFOM07089,ORDERMANAGER,ORDERMANAGER20854,ERROR1209,2016-04-06 02:57:04,2016-04-17 02:57:04,CLOSED-FAILURE
AFOM07090,COM,COM57650,ERROR1110,2016-09-23 00:37:43,2016-10-04 00:37:43,CLOSED-FAILURE
AFOM07091,COM,COM70296,ERROR1107,2016-10-13 23:18:21,2016-10-24 23:18:21,CREATED
AFOM07092,PNI,PNI62815,ERROR1008,2016-11-20 02:55:19,2016-12-01 02:55:19,STARTED
AFOM07093,COM,COM46274,ERROR1108,2017-01-16 01:31:27,2017-01-27 01:31:27,CLOSED-FAILURE
AFOM07094,PNI,PNI19207,ERROR1005,2015-09-15 17:57:14,2015-09-26 17:57:14,CREATED
AFOM07095,COM,COM7715,ERROR1107,2015-09-09 07:07:54,2015-09-20 07:07:54,CLOSED-FAILURE
AFOM07096,ORDERMANAGER,ORDERMANAGER94199,ERROR1204,2016-02-14 21:13:57,2016-02-25 21:13:57,CLOSED-FAILURE
AFOM07097,ORDERMANAGER,ORDERMANAGER9978,ERROR1204,2016-02-09 02:24:46,2016-02-20 02:24:46,CREATED
AFOM07098,COM,COM60098,ERROR1103,2015-09-14 00:31:08,2015-09-25 00:31:08,ERROR
AFOM07099,COM,COM11030,ERROR1114,2016-10-18 16:48:38,2016-10-29 16:48:38,CLOSED-SUCCESSFUL
AFOM07100,PNI,PNI83161,ERROR1001,2016-07-31 15:49:11,2016-08-11 15:49:11,STARTED
AFOM07101,PNI,PNI33503,ERROR1009,2017-02-11 08:37:42,2017-02-22 08:37:42,CLOSED-SUCCESSFUL
AFOM07102,ORDERMANAGER,ORDERMANAGER68419,ERROR1213,2016-02-09 05:48:24,2016-02-20 05:48:24,CLOSED-FAILURE
AFOM07103,ORDERMANAGER,ORDERMANAGER97074,ERROR1213,2016-02-16 09:37:14,2016-02-27 09:37:14,ERROR
AFOM07104,COM,COM55604,ERROR1105,2016-10-01 22:53:17,2016-10-12 22:53:17,CLOSED-FAILURE
AFOM07105,ORDERMANAGER,ORDERMANAGER91886,ERROR1208,2015-06-05 14:57:40,2015-06-16 14:57:40,CLOSED-FAILURE
AFOM07106,ORDERMANAGER,ORDERMANAGER55315,ERROR1205,2016-12-05 04:17:03,2016-12-16 04:17:03,ERROR
AFOM07107,ORDERMANAGER,ORDERMANAGER96074,ERROR1206,2016-11-25 13:39:55,2016-12-06 13:39:55,CLOSED-SUCCESSFUL
AFOM07108,ORDERMANAGER,ORDERMANAGER24701,ERROR1209,2016-09-27 19:55:47,2016-10-08 19:55:47,CLOSED-FAILURE
AFOM07109,PNI,PNI69979,ERROR1013,2017-01-12 04:34:19,2017-01-23 04:34:19,CREATED
AFOM07110,COM,COM76383,ERROR1101,2017-03-23 05:43:00,2017-04-03 05:43:00,CLOSED-FAILURE
AFOM07111,PNI,PNI81924,ERROR1015,2016-05-15 07:20:24,2016-05-26 07:20:24,CLOSED-SUCCESSFUL
AFOM07112,ORDERMANAGER,ORDERMANAGER55873,ERROR1211,2016-07-27 02:57:36,2016-08-07 02:57:36,STARTED
AFOM07113,ORDERMANAGER,ORDERMANAGER94731,ERROR1215,2015-07-18 00:01:05,2015-07-29 00:01:05,CREATED
AFOM07114,COM,COM52091,ERROR1105,2016-03-10 15:32:37,2016-03-21 15:32:37,STARTED
AFOM07115,PNI,PNI15189,ERROR1003,2017-03-25 13:04:11,2017-04-05 13:04:11,CLOSED-SUCCESSFUL
AFOM07116,COM,COM27984,ERROR1102,2015-11-26 06:56:15,2015-12-07 06:56:15,STARTED
AFOM07117,ORDERMANAGER,ORDERMANAGER77339,ERROR1212,2015-11-25 09:34:08,2015-12-06 09:34:08,STARTED
AFOM07118,COM,COM98620,ERROR1107,2016-06-17 16:43:20,2016-06-28 16:43:20,ERROR
AFOM07119,COM,COM89097,ERROR1107,2015-07-20 09:56:49,2015-07-31 09:56:49,CREATED
AFOM07120,PNI,PNI52469,ERROR1014,2015-12-30 18:46:59,2016-01-10 18:46:59,CREATED
AFOM07121,PNI,PNI17583,ERROR1009,2016-03-18 08:47:36,2016-03-29 08:47:36,STARTED
AFOM07122,PNI,PNI18782,ERROR1010,2015-05-17 06:59:21,2015-05-28 06:59:21,STARTED
AFOM07123,ORDERMANAGER,ORDERMANAGER58273,ERROR1212,2015-08-09 20:02:14,2015-08-20 20:02:14,STARTED
AFOM07124,ORDERMANAGER,ORDERMANAGER96074,ERROR1214,2015-12-02 04:47:54,2015-12-13 04:47:54,ERROR
AFOM07125,PNI,PNI14976,ERROR1001,2015-08-15 07:35:19,2015-08-26 07:35:19,ERROR
AFOM07126,COM,COM34679,ERROR1110,2016-09-17 13:21:36,2016-09-28 13:21:36,CLOSED-FAILURE
AFOM07127,PNI,PNI44159,ERROR1003,2015-11-11 06:19:54,2015-11-22 06:19:54,CLOSED-FAILURE
AFOM07128,PNI,PNI58954,ERROR1004,2016-05-25 04:21:41,2016-06-05 04:21:41,ERROR
AFOM07129,PNI,PNI54024,ERROR1012,2017-02-25 00:51:22,2017-03-08 00:51:22,STARTED
AFOM07130,ORDERMANAGER,ORDERMANAGER44802,ERROR1212,2016-03-29 08:14:10,2016-04-09 08:14:10,CLOSED-FAILURE
AFOM07131,ORDERMANAGER,ORDERMANAGER87312,ERROR1201,2015-11-27 04:11:24,2015-12-08 04:11:24,CLOSED-FAILURE
AFOM07132,PNI,PNI52162,ERROR1015,2016-05-20 03:26:18,2016-05-31 03:26:18,CREATED
AFOM07133,ORDERMANAGER,ORDERMANAGER39227,ERROR1202,2016-01-20 11:47:13,2016-01-31 11:47:13,ERROR
AFOM07134,PNI,PNI71957,ERROR1014,2017-01-21 15:39:00,2017-02-01 15:39:00,ERROR
AFOM07135,COM,COM85908,ERROR1107,2016-12-21 11:09:45,2017-01-01 11:09:45,CREATED
AFOM07136,COM,COM6079,ERROR1105,2016-11-16 22:33:06,2016-11-27 22:33:06,STARTED
AFOM07137,ORDERMANAGER,ORDERMANAGER43964,ERROR1215,2017-04-21 00:07:29,2017-05-02 00:07:29,CREATED
AFOM07138,ORDERMANAGER,ORDERMANAGER55350,ERROR1205,2016-05-15 10:49:20,2016-05-26 10:49:20,CREATED
AFOM07139,PNI,PNI49033,ERROR1015,2016-04-14 03:54:58,2016-04-25 03:54:58,CLOSED-FAILURE
AFOM07140,ORDERMANAGER,ORDERMANAGER59195,ERROR1212,2016-04-18 05:54:32,2016-04-29 05:54:32,CLOSED-SUCCESSFUL
AFOM07141,PNI,PNI14568,ERROR1006,2016-01-20 05:07:27,2016-01-31 05:07:27,CLOSED-FAILURE
AFOM07142,COM,COM52841,ERROR1103,2015-11-23 21:44:31,2015-12-04 21:44:31,CLOSED-FAILURE
AFOM07143,COM,COM87518,ERROR1106,2016-04-27 00:01:11,2016-05-08 00:01:11,CLOSED-FAILURE
AFOM07144,ORDERMANAGER,ORDERMANAGER83573,ERROR1205,2015-09-10 08:20:39,2015-09-21 08:20:39,ERROR
AFOM07145,PNI,PNI1275,ERROR1009,2016-05-20 13:22:42,2016-05-31 13:22:42,ERROR
AFOM07146,ORDERMANAGER,ORDERMANAGER10186,ERROR1202,2015-05-24 03:36:07,2015-06-04 03:36:07,CREATED
AFOM07147,PNI,PNI41681,ERROR1006,2016-09-06 13:47:53,2016-09-17 13:47:53,CREATED
AFOM07148,ORDERMANAGER,ORDERMANAGER51975,ERROR1204,2016-08-20 10:04:06,2016-08-31 10:04:06,CLOSED-SUCCESSFUL
AFOM07149,ORDERMANAGER,ORDERMANAGER19417,ERROR1202,2016-12-11 22:08:19,2016-12-22 22:08:19,CREATED
AFOM07150,COM,COM15422,ERROR1109,2016-09-28 13:25:59,2016-10-09 13:25:59,CLOSED-SUCCESSFUL
AFOM07151,ORDERMANAGER,ORDERMANAGER13456,ERROR1202,2016-09-20 18:56:41,2016-10-01 18:56:41,STARTED
AFOM07152,PNI,PNI91893,ERROR1005,2016-01-02 08:35:07,2016-01-13 08:35:07,ERROR
AFOM07153,COM,COM94896,ERROR1114,2016-04-17 05:57:08,2016-04-28 05:57:08,ERROR
AFOM07154,PNI,PNI89653,ERROR1008,2016-08-11 16:59:04,2016-08-22 16:59:04,STARTED
AFOM07155,PNI,PNI40769,ERROR1005,2015-11-07 18:57:06,2015-11-18 18:57:06,CLOSED-FAILURE
AFOM07156,ORDERMANAGER,ORDERMANAGER93360,ERROR1212,2015-07-21 04:59:36,2015-08-01 04:59:36,STARTED
AFOM07157,COM,COM65930,ERROR1101,2015-05-23 07:46:44,2015-06-03 07:46:44,CLOSED-FAILURE
AFOM07158,PNI,PNI55211,ERROR1014,2016-04-15 17:14:46,2016-04-26 17:14:46,STARTED
AFOM07159,COM,COM4038,ERROR1114,2016-03-07 19:30:52,2016-03-18 19:30:52,CREATED
AFOM07160,PNI,PNI25794,ERROR1009,2015-11-14 14:01:24,2015-11-25 14:01:24,CREATED
AFOM07161,ORDERMANAGER,ORDERMANAGER81016,ERROR1209,2015-10-20 02:43:25,2015-10-31 02:43:25,STARTED
AFOM07162,PNI,PNI13934,ERROR1003,2016-09-11 08:45:49,2016-09-22 08:45:49,CLOSED-FAILURE
AFOM07163,PNI,PNI52798,ERROR1005,2015-06-27 07:33:12,2015-07-08 07:33:12,CLOSED-SUCCESSFUL
AFOM07164,PNI,PNI96474,ERROR1006,2015-06-22 21:07:30,2015-07-03 21:07:30,CLOSED-FAILURE
AFOM07165,ORDERMANAGER,ORDERMANAGER84381,ERROR1210,2016-10-04 09:34:16,2016-10-15 09:34:16,ERROR
AFOM07166,PNI,PNI35381,ERROR1007,2015-06-20 19:33:26,2015-07-01 19:33:26,CLOSED-FAILURE
AFOM07167,COM,COM89865,ERROR1108,2015-06-20 09:48:57,2015-07-01 09:48:57,CREATED
AFOM07168,ORDERMANAGER,ORDERMANAGER39906,ERROR1201,2016-11-15 16:57:10,2016-11-26 16:57:10,STARTED
AFOM07169,COM,COM87166,ERROR1112,2016-09-11 17:20:45,2016-09-22 17:20:45,STARTED
