id,source_fallout_id,action_id,target_system,creation_date,due_date,status,retry_count,error_code,error_desc
9670,AFOM00032,ACT003,PNI,2015-06-28 03:00:03,2015-06-30 03:00:03,RETRY-STARTED,2,,
9671,AFOM00033,ACT009,HFC-SRI,2017-03-01 01:32:09,2017-03-03 01:32:09,CREATED,0,,
9672,AFOM00034,ACT009,HFC-SRI,2016-10-05 12:51:10,2016-10-07 12:51:10,CREATED,0,,
9673,AFOM00035,ACT009,HFC-SRI,2017-02-12 16:05:26,2017-02-14 16:05:26,CREATED,0,,
9674,AFOM00036,ACT005,FTTN-SRI,2015-09-29 12:41:58,2015-10-01 12:41:58,RETRY-SUCCESS,1,,
9675,AFOM00037,ACT002,HFC-SRI,2016-08-22 23:14:37,2016-08-24 23:14:37,RETRY-SUCCESS,1,,
9676,AFOM00038,ACT009,HFC-SRI,2015-06-06 02:14:49,2015-06-08 02:14:49,RETRY-FAILURE,2,,
9677,AFOM00039,ACT008,FTTN-SRI,2017-04-11 06:26:35,2017-04-13 06:26:35,CREATED,0,,
9678,AFOM00040,ACT002,HFC-SRI,2016-03-26 11:57:08,2016-03-28 11:57:08,ERROR,0,ERR003,Error encoutnered from on system ABC.
9679,AFOM00041,ACT005,FTTN-SRI,2015-09-10 22:26:23,2015-09-12 22:26:23,CLOSED-SUCCESSFUL,0,,
9680,AFOM00042,ACT005,FTTN-SRI,2017-02-23 03:22:42,2017-02-25 03:22:42,STARTED,0,,
9681,AFOM00043,ACT006,HFC-SRI,2016-10-07 14:55:19,2016-10-09 14:55:19,CLOSED-FAILURE,0,,
9682,AFOM00044,ACT005,FTTN-SRI,2016-03-07 16:30:48,2016-03-09 16:30:48,CLOSED-FAILURE,0,,
9683,AFOM00045,ACT009,HFC-SRI,2016-03-04 21:11:28,2016-03-06 21:11:28,STARTED,0,,
9684,AFOM00046,ACT007,PNI,2016-03-16 18:13:39,2016-03-18 18:13:39,RETRY-STARTED,1,,
9685,AFOM00047,ACT006,HFC-SRI,2017-02-01 11:32:25,2017-02-03 11:32:25,CLOSED-FAILURE,0,,
9686,AFOM00048,ACT006,HFC-SRI,2015-06-11 11:35:35,2015-06-13 11:35:35,RETRY-STARTED,3,,
9687,AFOM00049,ACT010,PNI,2016-03-29 00:09:42,2016-03-31 00:09:42,RETRY-SUCCESS,2,,
9688,AFOM00050,ACT002,HFC-SRI,2015-08-19 19:48:46,2015-08-21 19:48:46,ERROR,0,ERR002,Error Response received from system XYZ.
9689,AFOM00051,ACT006,HFC-SRI,2017-02-07 16:59:27,2017-02-09 16:59:27,CLOSED-FAILURE,0,,
9690,AFOM00052,ACT005,FTTN-SRI,2016-09-18 01:57:51,2016-09-20 01:57:51,STARTED,0,,
9691,AFOM00053,ACT008,FTTN-SRI,2017-04-08 23:35:09,2017-04-10 23:35:09,RETRY-SUCCESS,2,,
9692,AFOM00054,ACT005,FTTN-SRI,2016-04-15 13:54:22,2016-04-17 13:54:22,CLOSED-FAILURE,0,,
9693,AFOM00055,ACT003,PNI,2016-05-03 23:16:50,2016-05-05 23:16:50,RETRY-FAILURE,2,,
9694,AFOM00056,ACT002,HFC-SRI,2016-04-18 03:01:27,2016-04-20 03:01:27,ERROR,0,ERR002,Error Response received from system XYZ.
9695,AFOM00057,ACT009,HFC-SRI,2016-10-20 05:26:11,2016-10-22 05:26:11,CLOSED-SUCCESSFUL,0,,
9696,AFOM00058,ACT005,FTTN-SRI,2016-04-28 20:37:18,2016-04-30 20:37:18,CLOSED-FAILURE,0,,
9697,AFOM00059,ACT008,FTTN-SRI,2016-04-30 09:05:42,2016-05-02 09:05:42,RETRY-SUCCESS,2,,
9698,AFOM00060,ACT001,FTTN-SRI,2017-03-08 14:03:01,2017-03-10 14:03:01,STARTED,0,,
9699,AFOM00061,ACT003,PNI,2015-10-04 17:55:35,2015-10-06 17:55:35,CREATED,0,,
9700,AFOM00062,ACT010,PNI,2015-11-21 12:30:27,2015-11-23 12:30:27,ERROR,0,ERR002,Error Response received from system XYZ.
9701,AFOM00063,ACT009,HFC-SRI,2015-09-23 08:13:15,2015-09-25 08:13:15,CLOSED-SUCCESSFUL,0,,
9702,AFOM00064,ACT008,FTTN-SRI,2015-08-09 16:22:05,2015-08-11 16:22:05,RETRY-STARTED,2,,
9703,AFOM00065,ACT001,FTTN-SRI,2015-07-03 03:43:18,2015-07-05 03:43:18,CLOSED-FAILURE,0,,
9704,AFOM00066,ACT002,HFC-SRI,2016-04-29 15:38:58,2016-05-01 15:38:58,CLOSED-SUCCESSFUL,0,,
9705,AFOM00067,ACT008,FTTN-SRI,2015-06-07 23:38:53,2015-06-09 23:38:53,CREATED,0,,
9706,AFOM00068,ACT001,FTTN-SRI,2015-05-24 23:48:58,2015-05-26 23:48:58,STARTED,0,,
9707,AFOM00069,ACT004,HFC-SRI,2016-11-30 15:07:19,2016-12-02 15:07:19,CLOSED-SUCCESSFUL,0,,
9708,AFOM00070,ACT006,HFC-SRI,2017-03-26 00:04:49,2017-03-28 00:04:49,RETRY-FAILURE,2,,
9709,AFOM00071,ACT002,HFC-SRI,2015-06-12 15:05:12,2015-06-14 15:05:12,RETRY-FAILURE,2,,
9710,AFOM00072,ACT010,PNI,2015-08-18 17:33:45,2015-08-20 17:33:45,RETRY-FAILURE,1,,
9711,AFOM00073,ACT001,FTTN-SRI,2016-03-05 13:24:29,2016-03-07 13:24:29,CLOSED-FAILURE,0,,
9712,AFOM00074,ACT009,HFC-SRI,2016-06-17 07:14:25,2016-06-19 07:14:25,CLOSED-SUCCESSFUL,0,,
9713,AFOM00075,ACT003,PNI,2015-10-19 08:47:17,2015-10-21 08:47:17,CREATED,0,,
9714,AFOM00076,ACT009,HFC-SRI,2016-09-08 04:31:30,2016-09-10 04:31:30,CREATED,0,,
9715,AFOM00077,ACT007,PNI,2015-05-17 10:50:25,2015-05-19 10:50:25,ERROR,0,ERR001,Message to system XYZ timed out.
9716,AFOM00078,ACT001,FTTN-SRI,2017-01-11 00:38:25,2017-01-13 00:38:25,RETRY-FAILURE,3,,
9717,AFOM00079,ACT010,PNI,2016-12-18 10:18:37,2016-12-20 10:18:37,RETRY-FAILURE,1,,
9718,AFOM00080,ACT004,HFC-SRI,2016-11-12 04:38:25,2016-11-14 04:38:25,RETRY-STARTED,1,,
9719,AFOM00081,ACT007,PNI,2015-11-06 10:06:43,2015-11-08 10:06:43,CREATED,0,,
9720,AFOM00082,ACT003,PNI,2015-11-10 03:45:23,2015-11-12 03:45:23,CREATED,0,,
9721,AFOM00083,ACT002,HFC-SRI,2015-06-17 07:22:29,2015-06-19 07:22:29,RETRY-FAILURE,1,,
9722,AFOM00084,ACT009,HFC-SRI,2017-04-10 23:16:45,2017-04-12 23:16:45,RETRY-SUCCESS,2,,
9723,AFOM00085,ACT004,HFC-SRI,2015-09-08 09:49:11,2015-09-10 09:49:11,CREATED,0,,
9724,AFOM00086,ACT010,PNI,2015-09-18 21:39:22,2015-09-20 21:39:22,ERROR,0,ERR003,Error encoutnered from on system ABC.
9725,AFOM00087,ACT001,FTTN-SRI,2016-02-02 10:35:42,2016-02-04 10:35:42,CREATED,0,,
9726,AFOM00088,ACT004,HFC-SRI,2016-08-07 23:37:12,2016-08-09 23:37:12,STARTED,0,,
9727,AFOM00089,ACT006,HFC-SRI,2016-11-23 18:29:33,2016-11-25 18:29:33,CREATED,0,,
9728,AFOM00090,ACT008,FTTN-SRI,2016-02-27 18:01:46,2016-02-29 18:01:46,CLOSED-SUCCESSFUL,0,,
9729,AFOM00091,ACT004,HFC-SRI,2016-03-31 23:55:19,2016-04-02 23:55:19,CLOSED-SUCCESSFUL,0,,
9730,AFOM00092,ACT008,FTTN-SRI,2015-07-07 11:17:38,2015-07-09 11:17:38,CLOSED-SUCCESSFUL,0,,
9731,AFOM00093,ACT004,HFC-SRI,2016-07-22 04:00:30,2016-07-24 04:00:30,CLOSED-FAILURE,0,,
9732,AFOM00094,ACT005,FTTN-SRI,2016-01-18 11:34:01,2016-01-20 11:34:01,ERROR,0,ERR001,Message to system XYZ timed out.
9733,AFOM00095,ACT003,PNI,2016-09-14 20:51:08,2016-09-16 20:51:08,STARTED,0,,
9734,AFOM00096,ACT005,FTTN-SRI,2015-08-10 06:31:39,2015-08-12 06:31:39,RETRY-STARTED,2,,
9735,AFOM00097,ACT001,FTTN-SRI,2015-11-03 08:16:09,2015-11-05 08:16:09,CLOSED-SUCCESSFUL,0,,
9736,AFOM00098,ACT001,FTTN-SRI,2016-02-15 12:27:44,2016-02-17 12:27:44,CLOSED-FAILURE,0,,
9737,AFOM00099,ACT007,PNI,2016-12-30 06:24:27,2017-01-01 06:24:27,CREATED,0,,
9738,AFOM00100,ACT001,FTTN-SRI,2016-11-27 13:52:21,2016-11-29 13:52:21,CREATED,0,,
9739,AFOM00101,ACT003,PNI,2016-06-23 07:23:18,2016-06-25 07:23:18,CLOSED-SUCCESSFUL,0,,
9740,AFOM00102,ACT010,PNI,2017-02-24 12:41:08,2017-02-26 12:41:08,STARTED,0,,
9741,AFOM00103,ACT005,FTTN-SRI,2016-11-12 14:52:51,2016-11-14 14:52:51,RETRY-SUCCESS,3,,
9742,AFOM00104,ACT001,FTTN-SRI,2017-03-17 15:52:22,2017-03-19 15:52:22,RETRY-FAILURE,2,,
9743,AFOM00105,ACT003,PNI,2015-06-09 18:22:50,2015-06-11 18:22:50,ERROR,0,ERR003,Error encoutnered from on system ABC.
9744,AFOM00106,ACT005,FTTN-SRI,2015-10-29 09:12:51,2015-10-31 09:12:51,RETRY-STARTED,3,,
9745,AFOM00107,ACT004,HFC-SRI,2016-01-20 14:18:17,2016-01-22 14:18:17,CLOSED-SUCCESSFUL,0,,
9746,AFOM00108,ACT008,FTTN-SRI,2017-03-01 13:32:39,2017-03-03 13:32:39,ERROR,0,ERR002,Error Response received from system XYZ.
9747,AFOM00109,ACT001,FTTN-SRI,2015-12-27 13:23:19,2015-12-29 13:23:19,ERROR,0,ERR003,Error encoutnered from on system ABC.
9748,AFOM00110,ACT003,PNI,2016-07-27 01:38:24,2016-07-29 01:38:24,CLOSED-SUCCESSFUL,0,,
9749,AFOM00111,ACT005,FTTN-SRI,2015-09-30 10:51:58,2015-10-02 10:51:58,ERROR,0,ERR003,Error encoutnered from on system ABC.
9750,AFOM00112,ACT002,HFC-SRI,2017-02-09 04:53:23,2017-02-11 04:53:23,RETRY-SUCCESS,1,,
9751,AFOM00113,ACT009,HFC-SRI,2016-08-06 07:32:11,2016-08-08 07:32:11,ERROR,0,ERR003,Error encoutnered from on system ABC.
9752,AFOM00114,ACT005,FTTN-SRI,2015-12-19 20:29:38,2015-12-21 20:29:38,CLOSED-FAILURE,0,,
9753,AFOM00115,ACT005,FTTN-SRI,2017-03-29 09:47:58,2017-03-31 09:47:58,ERROR,0,ERR002,Error Response received from system XYZ.
9754,AFOM00116,ACT007,PNI,2016-03-28 03:25:20,2016-03-30 03:25:20,ERROR,0,ERR002,Error Response received from system XYZ.
9755,AFOM00117,ACT008,FTTN-SRI,2016-11-15 17:47:47,2016-11-17 17:47:47,CLOSED-SUCCESSFUL,0,,
9756,AFOM00118,ACT010,PNI,2016-06-07 13:31:36,2016-06-09 13:31:36,CLOSED-FAILURE,0,,
9757,AFOM00119,ACT007,PNI,2017-01-04 02:53:21,2017-01-06 02:53:21,ERROR,0,ERR003,Error encoutnered from on system ABC.
9758,AFOM00120,ACT009,HFC-SRI,2016-02-17 02:01:35,2016-02-19 02:01:35,STARTED,0,,
9759,AFOM00121,ACT004,HFC-SRI,2016-09-30 11:16:00,2016-10-02 11:16:00,RETRY-FAILURE,1,,
9760,AFOM00122,ACT006,HFC-SRI,2016-04-30 02:34:06,2016-05-02 02:34:06,RETRY-FAILURE,1,,
9761,AFOM00123,ACT008,FTTN-SRI,2015-05-31 11:21:12,2015-06-02 11:21:12,CLOSED-SUCCESSFUL,0,,
9762,AFOM00124,ACT005,FTTN-SRI,2015-12-09 06:30:54,2015-12-11 06:30:54,CLOSED-SUCCESSFUL,0,,
9763,AFOM00125,ACT002,HFC-SRI,2017-02-24 23:29:33,2017-02-26 23:29:33,CLOSED-SUCCESSFUL,0,,
9764,AFOM00126,ACT009,HFC-SRI,2017-03-01 21:00:09,2017-03-03 21:00:09,RETRY-STARTED,1,,
9765,AFOM00127,ACT005,FTTN-SRI,2017-04-10 22:03:45,2017-04-12 22:03:45,CLOSED-SUCCESSFUL,0,,
9766,AFOM00128,ACT010,PNI,2016-04-03 00:38:37,2016-04-05 00:38:37,RETRY-STARTED,2,,
9767,AFOM00129,ACT007,PNI,2015-05-11 11:53:12,2015-05-13 11:53:12,RETRY-STARTED,3,,
9768,AFOM00130,ACT005,FTTN-SRI,2015-08-20 22:00:18,2015-08-22 22:00:18,CREATED,0,,
9769,AFOM00131,ACT008,FTTN-SRI,2017-02-17 09:57:43,2017-02-19 09:57:43,RETRY-STARTED,1,,
9770,AFOM00132,ACT004,HFC-SRI,2017-02-07 20:02:49,2017-02-09 20:02:49,STARTED,0,,
9771,AFOM00133,ACT007,PNI,2015-10-23 20:54:19,2015-10-25 20:54:19,ERROR,0,ERR003,Error encoutnered from on system ABC.
9772,AFOM00134,ACT003,PNI,2016-08-02 18:44:42,2016-08-04 18:44:42,RETRY-SUCCESS,1,,
9773,AFOM00135,ACT003,PNI,2017-05-04 20:01:06,2017-05-06 20:01:06,STARTED,0,,
9774,AFOM00136,ACT009,HFC-SRI,2016-09-11 15:22:15,2016-09-13 15:22:15,RETRY-SUCCESS,1,,
9775,AFOM00137,ACT009,HFC-SRI,2016-01-01 12:51:31,2016-01-03 12:51:31,CLOSED-FAILURE,0,,
9776,AFOM00138,ACT004,HFC-SRI,2016-02-17 09:28:36,2016-02-19 09:28:36,CLOSED-FAILURE,0,,
9777,AFOM00139,ACT001,FTTN-SRI,2016-03-10 17:32:13,2016-03-12 17:32:13,RETRY-FAILURE,1,,
9778,AFOM00140,ACT006,HFC-SRI,2016-01-09 05:36:39,2016-01-11 05:36:39,RETRY-FAILURE,3,,
9779,AFOM00141,ACT009,HFC-SRI,2015-09-20 05:10:45,2015-09-22 05:10:45,RETRY-STARTED,1,,
9780,AFOM00142,ACT006,HFC-SRI,2016-06-26 13:26:34,2016-06-28 13:26:34,CREATED,0,,
9781,AFOM00143,ACT001,FTTN-SRI,2016-06-23 20:25:35,2016-06-25 20:25:35,RETRY-STARTED,1,,
9782,AFOM00144,ACT001,FTTN-SRI,2016-09-07 06:34:50,2016-09-09 06:34:50,RETRY-SUCCESS,3,,
9783,AFOM00145,ACT001,FTTN-SRI,2015-09-14 17:04:56,2015-09-16 17:04:56,CREATED,0,,
9784,AFOM00146,ACT001,FTTN-SRI,2017-01-13 21:04:19,2017-01-15 21:04:19,STARTED,0,,
9785,AFOM00147,ACT007,PNI,2015-12-30 00:14:52,2016-01-01 00:14:52,RETRY-STARTED,3,,
9786,AFOM00148,ACT008,FTTN-SRI,2016-06-07 06:50:48,2016-06-09 06:50:48,CLOSED-FAILURE,0,,
9787,AFOM00149,ACT006,HFC-SRI,2015-10-09 23:30:02,2015-10-11 23:30:02,RETRY-STARTED,2,,
9788,AFOM00150,ACT010,PNI,2016-01-27 20:00:49,2016-01-29 20:00:49,RETRY-SUCCESS,3,,
9789,AFOM00151,ACT007,PNI,2016-01-17 14:34:11,2016-01-19 14:34:11,ERROR,0,ERR001,Message to system XYZ timed out.
9790,AFOM00152,ACT010,PNI,2017-03-31 15:46:15,2017-04-02 15:46:15,ERROR,0,ERR001,Message to system XYZ timed out.
9791,AFOM00153,ACT006,HFC-SRI,2016-08-20 05:29:18,2016-08-22 05:29:18,CLOSED-SUCCESSFUL,0,,
9792,AFOM00154,ACT002,HFC-SRI,2015-10-19 05:00:39,2015-10-21 05:00:39,STARTED,0,,
9793,AFOM00155,ACT007,PNI,2016-11-15 05:52:16,2016-11-17 05:52:16,ERROR,0,ERR002,Error Response received from system XYZ.
9794,AFOM00156,ACT009,HFC-SRI,2016-11-09 13:12:16,2016-11-11 13:12:16,ERROR,0,ERR001,Message to system XYZ timed out.
9795,AFOM00157,ACT010,PNI,2016-02-04 06:07:40,2016-02-06 06:07:40,RETRY-SUCCESS,1,,
9796,AFOM00158,ACT009,HFC-SRI,2016-11-08 09:00:33,2016-11-10 09:00:33,RETRY-SUCCESS,3,,
9797,AFOM00159,ACT004,HFC-SRI,2015-10-23 11:54:34,2015-10-25 11:54:34,RETRY-FAILURE,2,,
9798,AFOM00160,ACT010,PNI,2015-10-01 10:03:34,2015-10-03 10:03:34,RETRY-STARTED,3,,
9799,AFOM00161,ACT003,PNI,2016-01-11 01:55:54,2016-01-13 01:55:54,CREATED,0,,
9800,AFOM00162,ACT007,PNI,2017-01-03 10:29:11,2017-01-05 10:29:11,RETRY-SUCCESS,3,,
9801,AFOM00163,ACT008,FTTN-SRI,2015-06-14 16:53:03,2015-06-16 16:53:03,RETRY-FAILURE,2,,
9802,AFOM00164,ACT007,PNI,2015-09-17 02:50:12,2015-09-19 02:50:12,ERROR,0,ERR002,Error Response received from system XYZ.
9803,AFOM00165,ACT005,FTTN-SRI,2017-01-08 03:24:31,2017-01-10 03:24:31,CREATED,0,,
9804,AFOM00166,ACT005,FTTN-SRI,2015-09-07 00:53:20,2015-09-09 00:53:20,CREATED,0,,
9805,AFOM00167,ACT009,HFC-SRI,2016-04-18 00:06:35,2016-04-20 00:06:35,RETRY-SUCCESS,1,,
9806,AFOM00168,ACT007,PNI,2016-09-03 01:28:58,2016-09-05 01:28:58,STARTED,0,,
9807,AFOM00169,ACT001,FTTN-SRI,2016-06-10 16:11:21,2016-06-12 16:11:21,CLOSED-SUCCESSFUL,0,,
9808,AFOM00170,ACT009,HFC-SRI,2015-07-16 07:38:19,2015-07-18 07:38:19,CLOSED-SUCCESSFUL,0,,
9809,AFOM00171,ACT010,PNI,2017-04-27 04:52:46,2017-04-29 04:52:46,ERROR,0,ERR003,Error encoutnered from on system ABC.
9810,AFOM00172,ACT003,PNI,2015-07-22 23:22:51,2015-07-24 23:22:51,CLOSED-FAILURE,0,,
9811,AFOM00173,ACT004,HFC-SRI,2015-12-25 07:07:10,2015-12-27 07:07:10,CLOSED-FAILURE,0,,
9812,AFOM00174,ACT010,PNI,2016-11-12 10:25:14,2016-11-14 10:25:14,ERROR,0,ERR003,Error encoutnered from on system ABC.
9813,AFOM00175,ACT008,FTTN-SRI,2015-10-12 11:55:42,2015-10-14 11:55:42,ERROR,0,ERR002,Error Response received from system XYZ.
9814,AFOM00176,ACT010,PNI,2016-05-13 06:06:09,2016-05-15 06:06:09,RETRY-FAILURE,2,,
9815,AFOM00177,ACT010,PNI,2016-11-14 03:00:45,2016-11-16 03:00:45,CLOSED-FAILURE,0,,
9816,AFOM00178,ACT004,HFC-SRI,2016-07-10 18:32:17,2016-07-12 18:32:17,CLOSED-FAILURE,0,,
9817,AFOM00179,ACT001,FTTN-SRI,2016-05-23 16:53:42,2016-05-25 16:53:42,STARTED,0,,
9818,AFOM00180,ACT006,HFC-SRI,2017-01-04 17:45:49,2017-01-06 17:45:49,RETRY-SUCCESS,3,,
9819,AFOM00181,ACT004,HFC-SRI,2017-01-23 14:42:01,2017-01-25 14:42:01,RETRY-SUCCESS,2,,
9820,AFOM00182,ACT003,PNI,2016-09-12 02:40:52,2016-09-14 02:40:52,RETRY-FAILURE,2,,
9821,AFOM00183,ACT002,HFC-SRI,2016-04-24 02:58:16,2016-04-26 02:58:16,ERROR,0,ERR001,Message to system XYZ timed out.
9822,AFOM00184,ACT007,PNI,2017-03-14 16:38:00,2017-03-16 16:38:00,ERROR,0,ERR003,Error encoutnered from on system ABC.
9823,AFOM00185,ACT005,FTTN-SRI,2016-08-12 08:42:27,2016-08-14 08:42:27,CLOSED-FAILURE,0,,
9824,AFOM00186,ACT009,HFC-SRI,2017-04-08 20:28:04,2017-04-10 20:28:04,ERROR,0,ERR002,Error Response received from system XYZ.
9825,AFOM00187,ACT005,FTTN-SRI,2015-12-12 20:54:43,2015-12-14 20:54:43,ERROR,0,ERR001,Message to system XYZ timed out.
9826,AFOM00188,ACT002,HFC-SRI,2016-08-02 12:26:14,2016-08-04 12:26:14,RETRY-STARTED,2,,
9827,AFOM00189,ACT002,HFC-SRI,2016-08-22 02:35:14,2016-08-24 02:35:14,ERROR,0,ERR003,Error encoutnered from on system ABC.
9828,AFOM00190,ACT005,FTTN-SRI,2015-06-24 05:59:50,2015-06-26 05:59:50,STARTED,0,,
9829,AFOM00191,ACT009,HFC-SRI,2015-10-22 09:31:31,2015-10-24 09:31:31,CREATED,0,,
9830,AFOM00192,ACT007,PNI,2015-08-06 17:35:33,2015-08-08 17:35:33,RETRY-STARTED,3,,
9831,AFOM00193,ACT002,HFC-SRI,2015-10-22 16:28:14,2015-10-24 16:28:14,ERROR,0,ERR001,Message to system XYZ timed out.
9832,AFOM00194,ACT005,FTTN-SRI,2017-01-22 05:50:15,2017-01-24 05:50:15,STARTED,0,,
9833,AFOM00195,ACT007,PNI,2015-10-24 10:43:24,2015-10-26 10:43:24,STARTED,0,,
9834,AFOM00196,ACT007,PNI,2015-09-05 15:04:47,2015-09-07 15:04:47,ERROR,0,ERR002,Error Response received from system XYZ.
9835,AFOM00197,ACT001,FTTN-SRI,2017-04-22 01:07:41,2017-04-24 01:07:41,STARTED,0,,
9836,AFOM00198,ACT010,PNI,2016-09-29 20:21:42,2016-10-01 20:21:42,CLOSED-SUCCESSFUL,0,,
9837,AFOM00199,ACT006,HFC-SRI,2017-01-09 12:21:18,2017-01-11 12:21:18,RETRY-SUCCESS,1,,
9838,AFOM00200,ACT002,HFC-SRI,2016-04-10 10:33:45,2016-04-12 10:33:45,RETRY-SUCCESS,2,,
9839,AFOM00201,ACT008,FTTN-SRI,2015-08-27 18:40:57,2015-08-29 18:40:57,STARTED,0,,
9840,AFOM00202,ACT009,HFC-SRI,2016-12-14 05:39:50,2016-12-16 05:39:50,STARTED,0,,
9841,AFOM00203,ACT002,HFC-SRI,2015-06-09 09:35:11,2015-06-11 09:35:11,CLOSED-SUCCESSFUL,0,,
9842,AFOM00204,ACT008,FTTN-SRI,2017-01-14 10:05:50,2017-01-16 10:05:50,ERROR,0,ERR003,Error encoutnered from on system ABC.
9843,AFOM00205,ACT005,FTTN-SRI,2015-06-24 16:56:36,2015-06-26 16:56:36,ERROR,0,ERR003,Error encoutnered from on system ABC.
9844,AFOM00206,ACT006,HFC-SRI,2015-08-11 13:13:09,2015-08-13 13:13:09,RETRY-FAILURE,1,,
9845,AFOM00207,ACT005,FTTN-SRI,2015-11-15 01:31:16,2015-11-17 01:31:16,CREATED,0,,
9846,AFOM00208,ACT009,HFC-SRI,2015-06-13 12:22:53,2015-06-15 12:22:53,RETRY-SUCCESS,1,,
9847,AFOM00209,ACT001,FTTN-SRI,2017-05-04 06:05:18,2017-05-06 06:05:18,CREATED,0,,
9848,AFOM00210,ACT005,FTTN-SRI,2016-01-21 03:28:28,2016-01-23 03:28:28,RETRY-STARTED,3,,
9849,AFOM00211,ACT001,FTTN-SRI,2016-04-12 03:32:49,2016-04-14 03:32:49,RETRY-SUCCESS,1,,
9850,AFOM00212,ACT003,PNI,2017-03-22 00:19:43,2017-03-24 00:19:43,RETRY-STARTED,3,,
9851,AFOM00213,ACT010,PNI,2017-02-01 11:18:15,2017-02-03 11:18:15,CLOSED-FAILURE,0,,
9852,AFOM00214,ACT008,FTTN-SRI,2016-11-06 03:07:00,2016-11-08 03:07:00,RETRY-FAILURE,3,,
9853,AFOM00215,ACT006,HFC-SRI,2015-11-25 21:54:13,2015-11-27 21:54:13,RETRY-FAILURE,1,,
9854,AFOM00216,ACT004,HFC-SRI,2016-06-23 03:20:22,2016-06-25 03:20:22,ERROR,0,ERR002,Error Response received from system XYZ.
9855,AFOM00217,ACT002,HFC-SRI,2016-03-07 14:09:35,2016-03-09 14:09:35,ERROR,0,ERR002,Error Response received from system XYZ.
9856,AFOM00218,ACT003,PNI,2015-10-26 00:31:14,2015-10-28 00:31:14,CREATED,0,,
9857,AFOM00219,ACT008,FTTN-SRI,2016-08-28 04:02:20,2016-08-30 04:02:20,CLOSED-SUCCESSFUL,0,,
9858,AFOM00220,ACT002,HFC-SRI,2017-04-01 03:09:05,2017-04-03 03:09:05,RETRY-FAILURE,3,,
9859,AFOM00221,ACT006,HFC-SRI,2016-09-04 14:23:14,2016-09-06 14:23:14,CLOSED-SUCCESSFUL,0,,
9860,AFOM00222,ACT005,FTTN-SRI,2015-09-21 08:51:10,2015-09-23 08:51:10,ERROR,0,ERR002,Error Response received from system XYZ.
9861,AFOM00223,ACT010,PNI,2016-02-19 09:49:11,2016-02-21 09:49:11,RETRY-STARTED,1,,
9862,AFOM00224,ACT006,HFC-SRI,2016-12-08 20:38:22,2016-12-10 20:38:22,ERROR,0,ERR003,Error encoutnered from on system ABC.
9863,AFOM00225,ACT002,HFC-SRI,2016-12-10 12:05:35,2016-12-12 12:05:35,RETRY-FAILURE,2,,
9864,AFOM00226,ACT003,PNI,2015-08-20 01:01:21,2015-08-22 01:01:21,ERROR,0,ERR001,Message to system XYZ timed out.
9865,AFOM00227,ACT001,FTTN-SRI,2017-04-18 19:01:20,2017-04-20 19:01:20,RETRY-STARTED,3,,
9866,AFOM00228,ACT008,FTTN-SRI,2017-01-26 03:48:57,2017-01-28 03:48:57,RETRY-SUCCESS,3,,
9867,AFOM00229,ACT003,PNI,2015-07-13 20:47:40,2015-07-15 20:47:40,RETRY-FAILURE,3,,
9868,AFOM00230,ACT004,HFC-SRI,2017-04-27 00:14:23,2017-04-29 00:14:23,ERROR,0,ERR003,Error encoutnered from on system ABC.
9869,AFOM00231,ACT005,FTTN-SRI,2016-12-21 01:21:46,2016-12-23 01:21:46,CLOSED-FAILURE,0,,
9870,AFOM00232,ACT009,HFC-SRI,2015-12-01 17:01:11,2015-12-03 17:01:11,RETRY-SUCCESS,1,,
9871,AFOM00233,ACT010,PNI,2016-09-16 07:34:08,2016-09-18 07:34:08,STARTED,0,,
9872,AFOM00234,ACT001,FTTN-SRI,2016-07-20 05:51:01,2016-07-22 05:51:01,RETRY-SUCCESS,3,,
9873,AFOM00235,ACT002,HFC-SRI,2017-02-23 01:16:11,2017-02-25 01:16:11,STARTED,0,,
9874,AFOM00236,ACT009,HFC-SRI,2016-11-28 04:41:02,2016-11-30 04:41:02,RETRY-FAILURE,1,,
9875,AFOM00237,ACT007,PNI,2016-04-04 10:19:57,2016-04-06 10:19:57,CREATED,0,,
9876,AFOM00238,ACT010,PNI,2017-03-26 12:18:57,2017-03-28 12:18:57,ERROR,0,ERR001,Message to system XYZ timed out.
9877,AFOM00239,ACT006,HFC-SRI,2016-09-16 18:30:55,2016-09-18 18:30:55,RETRY-SUCCESS,2,,
9878,AFOM00240,ACT005,FTTN-SRI,2016-02-05 19:43:18,2016-02-07 19:43:18,CREATED,0,,
9879,AFOM00241,ACT009,HFC-SRI,2016-10-19 06:14:10,2016-10-21 06:14:10,STARTED,0,,
9880,AFOM00242,ACT004,HFC-SRI,2016-12-27 20:11:21,2016-12-29 20:11:21,ERROR,0,ERR002,Error Response received from system XYZ.
9881,AFOM00243,ACT009,HFC-SRI,2017-04-12 09:06:47,2017-04-14 09:06:47,STARTED,0,,
9882,AFOM00244,ACT009,HFC-SRI,2016-05-04 04:53:18,2016-05-06 04:53:18,CREATED,0,,
9883,AFOM00245,ACT003,PNI,2015-08-19 07:24:06,2015-08-21 07:24:06,RETRY-STARTED,2,,
9884,AFOM00246,ACT005,FTTN-SRI,2015-06-28 00:25:04,2015-06-30 00:25:04,CREATED,0,,
9885,AFOM00247,ACT002,HFC-SRI,2015-10-30 04:05:01,2015-11-01 04:05:01,ERROR,0,ERR002,Error Response received from system XYZ.
