id,source_fallout_id,action_id,target_system,creation_timestamp,due_date,status,retry_count
10695,AFOM01057,ACT002,HFC-SRI,20/03/17 00:44,22/03/17 00:44,ERROR,
10696,AFOM01058,ACT009,HFC-SRI,21/03/17 21:05,23/03/17 21:05,CLOSED-FAILURE,
10697,AFOM01059,ACT008,FTTN-SRI,26/03/17 03:55,28/03/17 03:55,RETRY-STARTED,1
10698,AFOM01060,ACT009,HFC-SRI,27/03/17 18:26,29/03/17 18:26,RETRY-STARTED,2
10699,AFOM01061,ACT004,HFC-SRI,19/03/17 15:48,21/03/17 15:48,ERROR,
10700,AFOM01062,ACT001,FTTN-SRI,23/03/17 22:41,25/03/17 22:41,CREATED,
10701,AFOM01063,ACT009,HFC-SRI,29/03/17 01:22,31/03/17 01:22,CREATED,
10702,AFOM01064,ACT003,PNI,27/03/17 11:56,29/03/17 11:56,RETRY-STARTED,2
10703,AFOM01065,ACT005,FTTN-SRI,21/03/17 14:42,23/03/17 14:42,RETRY-FAILURE,3
10704,AFOM01066,ACT004,HFC-SRI,28/03/17 06:18,30/03/17 06:18,RETRY-FAILURE,2
10705,AFOM01067,ACT005,FTTN-SRI,23/03/17 09:12,25/03/17 09:12,CLOSED-FAILURE,
10706,AFOM01068,ACT008,FTTN-SRI,27/03/17 02:14,29/03/17 02:14,RETRY-SUCCESS,3
10707,AFOM01069,ACT004,HFC-SRI,23/03/17 15:31,25/03/17 15:31,CLOSED-FAILURE,
10708,AFOM01070,ACT010,PNI,19/03/17 21:58,21/03/17 21:58,RETRY-STARTED,2
10709,AFOM01071,ACT005,FTTN-SRI,21/03/17 13:04,23/03/17 13:04,CREATED,
10710,AFOM01072,ACT009,HFC-SRI,23/03/17 15:25,25/03/17 15:25,RETRY-STARTED,1
10711,AFOM01073,ACT003,PNI,26/03/17 15:53,28/03/17 15:53,CLOSED-FAILURE,
10712,AFOM01074,ACT001,FTTN-SRI,24/03/17 22:38,26/03/17 22:38,ERROR,
10713,AFOM01075,ACT006,HFC-SRI,29/03/17 02:50,31/03/17 02:50,CREATED,
10714,AFOM01076,ACT007,PNI,23/03/17 02:38,25/03/17 02:38,CLOSED-FAILURE,
10715,AFOM01077,ACT005,FTTN-SRI,20/03/17 22:55,22/03/17 22:55,ERROR,
10716,AFOM01078,ACT003,PNI,29/03/17 04:34,31/03/17 04:34,CLOSED-FAILURE,
10717,AFOM01079,ACT001,FTTN-SRI,19/03/17 23:41,21/03/17 23:41,RETRY-FAILURE,1
10718,AFOM01080,ACT004,HFC-SRI,27/03/17 20:01,29/03/17 20:01,ERROR,
10719,AFOM01081,ACT009,HFC-SRI,27/03/17 22:30,29/03/17 22:30,RETRY-SUCCESS,1
10720,AFOM01082,ACT001,FTTN-SRI,22/03/17 14:00,24/03/17 14:00,ERROR,
10721,AFOM01083,ACT007,PNI,28/03/17 07:13,30/03/17 07:13,ERROR,
10722,AFOM01084,ACT003,PNI,29/03/17 02:48,31/03/17 02:48,RETRY-SUCCESS,3
10723,AFOM01085,ACT004,HFC-SRI,26/03/17 03:36,28/03/17 03:36,RETRY-STARTED,3
10724,AFOM01086,ACT003,PNI,20/03/17 09:59,22/03/17 09:59,CREATED,
10725,AFOM01087,ACT008,FTTN-SRI,26/03/17 07:14,28/03/17 07:14,STARTED,
10726,AFOM01088,ACT007,PNI,26/03/17 04:34,28/03/17 04:34,CLOSED-FAILURE,
10727,AFOM01089,ACT005,FTTN-SRI,20/03/17 08:16,22/03/17 08:16,RETRY-FAILURE,3
10728,AFOM01090,ACT005,FTTN-SRI,21/03/17 23:26,23/03/17 23:26,CREATED,
10729,AFOM01091,ACT010,PNI,28/03/17 20:10,30/03/17 20:10,CLOSED-SUCCESSFUL,
10730,AFOM01092,ACT005,FTTN-SRI,28/03/17 07:39,30/03/17 07:39,RETRY-STARTED,2
10731,AFOM01093,ACT006,HFC-SRI,26/03/17 23:45,28/03/17 23:45,RETRY-SUCCESS,2
10732,AFOM01094,ACT003,PNI,27/03/17 10:18,29/03/17 10:18,RETRY-FAILURE,3
10733,AFOM01095,ACT008,FTTN-SRI,28/03/17 20:17,30/03/17 20:17,RETRY-SUCCESS,3
10734,AFOM01096,ACT007,PNI,25/03/17 02:36,27/03/17 02:36,CLOSED-FAILURE,
10735,AFOM01097,ACT009,HFC-SRI,28/03/17 02:40,30/03/17 02:40,CLOSED-SUCCESSFUL,
10736,AFOM01098,ACT006,HFC-SRI,26/03/17 15:51,28/03/17 15:51,CREATED,
10737,AFOM01099,ACT009,HFC-SRI,26/03/17 04:11,28/03/17 04:11,RETRY-STARTED,1
10738,AFOM01100,ACT006,HFC-SRI,23/03/17 10:50,25/03/17 10:50,ERROR,
10739,AFOM01101,ACT006,HFC-SRI,27/03/17 07:21,29/03/17 07:21,RETRY-SUCCESS,2
10740,AFOM01102,ACT010,PNI,22/03/17 07:44,24/03/17 07:44,RETRY-FAILURE,1
10741,AFOM01103,ACT003,PNI,27/03/17 21:25,29/03/17 21:25,CREATED,
10742,AFOM01104,ACT008,FTTN-SRI,21/03/17 12:18,23/03/17 12:18,CREATED,
10743,AFOM01105,ACT004,HFC-SRI,19/03/17 18:34,21/03/17 18:34,RETRY-STARTED,2
10744,AFOM01106,ACT005,FTTN-SRI,26/03/17 06:29,28/03/17 06:29,ERROR,
10745,AFOM01107,ACT010,PNI,29/03/17 05:42,31/03/17 05:42,STARTED,
10746,AFOM01108,ACT005,FTTN-SRI,27/03/17 00:12,29/03/17 00:12,CLOSED-FAILURE,
10747,AFOM01109,ACT008,FTTN-SRI,25/03/17 11:43,27/03/17 11:43,CLOSED-FAILURE,
10748,AFOM01110,ACT003,PNI,25/03/17 14:56,27/03/17 14:56,RETRY-FAILURE,3
10749,AFOM01111,ACT004,HFC-SRI,24/03/17 12:08,26/03/17 12:08,STARTED,
10750,AFOM01112,ACT009,HFC-SRI,21/03/17 22:23,23/03/17 22:23,ERROR,
10751,AFOM01113,ACT004,HFC-SRI,29/03/17 04:13,31/03/17 04:13,CLOSED-FAILURE,
10752,AFOM01114,ACT002,HFC-SRI,23/03/17 09:24,25/03/17 09:24,ERROR,
10753,AFOM01115,ACT001,FTTN-SRI,26/03/17 09:06,28/03/17 09:06,RETRY-STARTED,1
10754,AFOM01116,ACT009,HFC-SRI,28/03/17 16:30,30/03/17 16:30,CLOSED-SUCCESSFUL,
10755,AFOM01117,ACT008,FTTN-SRI,25/03/17 19:48,27/03/17 19:48,RETRY-SUCCESS,3
10756,AFOM01118,ACT003,PNI,24/03/17 08:46,26/03/17 08:46,CREATED,
10757,AFOM01119,ACT007,PNI,21/03/17 07:39,23/03/17 07:39,CLOSED-SUCCESSFUL,
10758,AFOM01120,ACT003,PNI,19/03/17 14:39,21/03/17 14:39,CREATED,
10759,AFOM01121,ACT008,FTTN-SRI,22/03/17 09:28,24/03/17 09:28,RETRY-SUCCESS,2
10760,AFOM01122,ACT008,FTTN-SRI,26/03/17 10:46,28/03/17 10:46,CLOSED-FAILURE,
10761,AFOM01123,ACT001,FTTN-SRI,24/03/17 06:52,26/03/17 06:52,ERROR,
10762,AFOM01124,ACT004,HFC-SRI,28/03/17 10:56,30/03/17 10:56,RETRY-STARTED,1
10763,AFOM01125,ACT008,FTTN-SRI,26/03/17 21:05,28/03/17 21:05,STARTED,
10764,AFOM01126,ACT008,FTTN-SRI,26/03/17 04:18,28/03/17 04:18,RETRY-STARTED,3
10765,AFOM01127,ACT001,FTTN-SRI,23/03/17 16:36,25/03/17 16:36,RETRY-FAILURE,1
10766,AFOM01128,ACT009,HFC-SRI,24/03/17 13:29,26/03/17 13:29,RETRY-STARTED,1
10767,AFOM01129,ACT010,PNI,22/03/17 09:09,24/03/17 09:09,RETRY-FAILURE,2
10768,AFOM01130,ACT004,HFC-SRI,21/03/17 05:19,23/03/17 05:19,RETRY-FAILURE,1
10769,AFOM01131,ACT010,PNI,21/03/17 22:37,23/03/17 22:37,RETRY-SUCCESS,2
10770,AFOM01132,ACT007,PNI,23/03/17 20:10,25/03/17 20:10,RETRY-FAILURE,3
10771,AFOM01133,ACT009,HFC-SRI,20/03/17 14:32,22/03/17 14:32,RETRY-STARTED,3
10772,AFOM01134,ACT010,PNI,25/03/17 04:52,27/03/17 04:52,ERROR,
10773,AFOM01135,ACT008,FTTN-SRI,22/03/17 04:22,24/03/17 04:22,RETRY-SUCCESS,3
10774,AFOM01136,ACT002,HFC-SRI,23/03/17 11:15,25/03/17 11:15,CLOSED-FAILURE,
10775,AFOM01137,ACT008,FTTN-SRI,24/03/17 06:56,26/03/17 06:56,CLOSED-SUCCESSFUL,
10776,AFOM01138,ACT009,HFC-SRI,29/03/17 04:01,31/03/17 04:01,RETRY-FAILURE,3
10777,AFOM01139,ACT010,PNI,28/03/17 08:41,30/03/17 08:41,STARTED,
10778,AFOM01140,ACT005,FTTN-SRI,22/03/17 18:48,24/03/17 18:48,ERROR,
10779,AFOM01141,ACT005,FTTN-SRI,21/03/17 04:38,23/03/17 04:38,ERROR,
10780,AFOM01142,ACT009,HFC-SRI,22/03/17 14:34,24/03/17 14:34,CREATED,
10781,AFOM01143,ACT010,PNI,23/03/17 01:46,25/03/17 01:46,RETRY-FAILURE,1
10782,AFOM01144,ACT009,HFC-SRI,28/03/17 06:22,30/03/17 06:22,CREATED,
10783,AFOM01145,ACT007,PNI,28/03/17 13:43,30/03/17 13:43,ERROR,
10784,AFOM01146,ACT010,PNI,21/03/17 16:13,23/03/17 16:13,RETRY-FAILURE,1
10785,AFOM01147,ACT001,FTTN-SRI,29/03/17 01:38,31/03/17 01:38,RETRY-SUCCESS,1
10786,AFOM01148,ACT003,PNI,21/03/17 22:03,23/03/17 22:03,STARTED,
10787,AFOM01149,ACT005,FTTN-SRI,21/03/17 18:05,23/03/17 18:05,ERROR,
10788,AFOM01150,ACT004,HFC-SRI,19/03/17 14:40,21/03/17 14:40,STARTED,
10789,AFOM01151,ACT004,HFC-SRI,22/03/17 18:29,24/03/17 18:29,RETRY-STARTED,3
10790,AFOM01152,ACT003,PNI,27/03/17 18:20,29/03/17 18:20,RETRY-STARTED,3
10791,AFOM01153,ACT007,PNI,22/03/17 15:33,24/03/17 15:33,RETRY-STARTED,3
10792,AFOM01154,ACT004,HFC-SRI,22/03/17 20:30,24/03/17 20:30,RETRY-SUCCESS,2
10793,AFOM01155,ACT009,HFC-SRI,21/03/17 07:28,23/03/17 07:28,CLOSED-SUCCESSFUL,
10794,AFOM01156,ACT004,HFC-SRI,21/03/17 00:47,23/03/17 00:47,CREATED,
10795,AFOM01157,ACT007,PNI,24/03/17 03:43,26/03/17 03:43,CLOSED-SUCCESSFUL,
10796,AFOM01158,ACT004,HFC-SRI,23/03/17 00:30,25/03/17 00:30,RETRY-SUCCESS,1
10797,AFOM01159,ACT008,FTTN-SRI,25/03/17 23:27,27/03/17 23:27,RETRY-FAILURE,1
10798,AFOM01160,ACT002,HFC-SRI,24/03/17 14:09,26/03/17 14:09,ERROR,
10799,AFOM01161,ACT004,HFC-SRI,23/03/17 17:11,25/03/17 17:11,CREATED,
10800,AFOM01162,ACT009,HFC-SRI,27/03/17 20:30,29/03/17 20:30,STARTED,
10801,AFOM01163,ACT005,FTTN-SRI,19/03/17 18:14,21/03/17 18:14,ERROR,
10802,AFOM01164,ACT001,FTTN-SRI,25/03/17 22:34,27/03/17 22:34,CLOSED-FAILURE,
10803,AFOM01165,ACT005,FTTN-SRI,25/03/17 13:13,27/03/17 13:13,CREATED,
10804,AFOM01166,ACT005,FTTN-SRI,23/03/17 19:16,25/03/17 19:16,CLOSED-FAILURE,
10805,AFOM01167,ACT006,HFC-SRI,28/03/17 20:22,30/03/17 20:22,CLOSED-SUCCESSFUL,
10806,AFOM01168,ACT009,HFC-SRI,22/03/17 18:53,24/03/17 18:53,CLOSED-FAILURE,
10807,AFOM01169,ACT005,FTTN-SRI,21/03/17 18:54,23/03/17 18:54,CREATED,
10808,AFOM01170,ACT009,HFC-SRI,22/03/17 08:26,24/03/17 08:26,RETRY-STARTED,3
10809,AFOM01171,ACT007,PNI,26/03/17 03:30,28/03/17 03:30,ERROR,
10810,AFOM01172,ACT007,PNI,21/03/17 13:04,23/03/17 13:04,RETRY-STARTED,2
10811,AFOM01173,ACT001,FTTN-SRI,27/03/17 03:58,29/03/17 03:58,ERROR,
10812,AFOM01174,ACT004,HFC-SRI,28/03/17 20:01,30/03/17 20:01,ERROR,
10813,AFOM01175,ACT010,PNI,20/03/17 12:31,22/03/17 12:31,STARTED,
10814,AFOM01176,ACT003,PNI,26/03/17 00:17,28/03/17 00:17,RETRY-SUCCESS,3
10815,AFOM01177,ACT005,FTTN-SRI,24/03/17 19:18,26/03/17 19:18,ERROR,
10816,AFOM01178,ACT005,FTTN-SRI,24/03/17 17:16,26/03/17 17:16,RETRY-STARTED,1
10817,AFOM01179,ACT002,HFC-SRI,28/03/17 18:00,30/03/17 18:00,RETRY-STARTED,2
10818,AFOM01180,ACT005,FTTN-SRI,27/03/17 20:10,29/03/17 20:10,RETRY-FAILURE,1
10819,AFOM01181,ACT002,HFC-SRI,24/03/17 23:18,26/03/17 23:18,ERROR,
10820,AFOM01182,ACT002,HFC-SRI,22/03/17 15:34,24/03/17 15:34,RETRY-STARTED,3
10821,AFOM01183,ACT002,HFC-SRI,28/03/17 23:34,30/03/17 23:34,RETRY-STARTED,2
10822,AFOM01184,ACT004,HFC-SRI,23/03/17 17:26,25/03/17 17:26,ERROR,
10823,AFOM01185,ACT003,PNI,29/03/17 13:12,31/03/17 13:12,RETRY-FAILURE,3
10824,AFOM01186,ACT002,HFC-SRI,22/03/17 01:37,24/03/17 01:37,CLOSED-FAILURE,
10825,AFOM01187,ACT004,HFC-SRI,29/03/17 03:14,31/03/17 03:14,ERROR,
10826,AFOM01188,ACT004,HFC-SRI,28/03/17 01:13,30/03/17 01:13,CLOSED-SUCCESSFUL,
10827,AFOM01189,ACT007,PNI,25/03/17 21:37,27/03/17 21:37,CREATED,
10828,AFOM01190,ACT003,PNI,28/03/17 15:01,30/03/17 15:01,RETRY-SUCCESS,2
10829,AFOM01191,ACT005,FTTN-SRI,25/03/17 14:11,27/03/17 14:11,RETRY-SUCCESS,1
10830,AFOM01192,ACT006,HFC-SRI,26/03/17 15:02,28/03/17 15:02,RETRY-STARTED,1
10831,AFOM01193,ACT005,FTTN-SRI,19/03/17 21:12,21/03/17 21:12,CLOSED-FAILURE,
10832,AFOM01194,ACT009,HFC-SRI,25/03/17 12:33,27/03/17 12:33,CLOSED-SUCCESSFUL,
10833,AFOM01195,ACT003,PNI,24/03/17 04:01,26/03/17 04:01,CREATED,
10834,AFOM01196,ACT001,FTTN-SRI,24/03/17 16:38,26/03/17 16:38,RETRY-SUCCESS,1
10835,AFOM01197,ACT007,PNI,26/03/17 02:22,28/03/17 02:22,CLOSED-SUCCESSFUL,
10836,AFOM01198,ACT006,HFC-SRI,26/03/17 16:35,28/03/17 16:35,RETRY-FAILURE,1
10837,AFOM01199,ACT007,PNI,28/03/17 04:51,30/03/17 04:51,CREATED,
10838,AFOM01200,ACT008,FTTN-SRI,26/03/17 10:35,28/03/17 10:35,CREATED,
10839,AFOM01201,ACT007,PNI,21/03/17 05:40,23/03/17 05:40,RETRY-STARTED,3
10840,AFOM01202,ACT002,HFC-SRI,19/03/17 22:09,21/03/17 22:09,CLOSED-FAILURE,
10841,AFOM01203,ACT003,PNI,27/03/17 06:52,29/03/17 06:52,CREATED,
10842,AFOM01204,ACT001,FTTN-SRI,23/03/17 09:49,25/03/17 09:49,CLOSED-FAILURE,
10843,AFOM01205,ACT001,FTTN-SRI,26/03/17 02:43,28/03/17 02:43,STARTED,
10844,AFOM01206,ACT007,PNI,25/03/17 10:54,27/03/17 10:54,CLOSED-FAILURE,
10845,AFOM01207,ACT001,FTTN-SRI,26/03/17 03:56,28/03/17 03:56,RETRY-FAILURE,1
10846,AFOM01208,ACT001,FTTN-SRI,25/03/17 23:08,27/03/17 23:08,RETRY-SUCCESS,1
10847,AFOM01209,ACT009,HFC-SRI,24/03/17 11:55,26/03/17 11:55,CLOSED-FAILURE,
10848,AFOM01210,ACT003,PNI,25/03/17 13:21,27/03/17 13:21,RETRY-FAILURE,1
10849,AFOM01211,ACT006,HFC-SRI,22/03/17 18:31,24/03/17 18:31,RETRY-STARTED,3
10850,AFOM01212,ACT007,PNI,22/03/17 07:00,24/03/17 07:00,RETRY-STARTED,1
10851,AFOM01213,ACT009,HFC-SRI,24/03/17 11:15,26/03/17 11:15,RETRY-FAILURE,1
10852,AFOM01214,ACT003,PNI,25/03/17 05:00,27/03/17 05:00,CLOSED-SUCCESSFUL,
10853,AFOM01215,ACT009,HFC-SRI,27/03/17 23:13,29/03/17 23:13,CLOSED-SUCCESSFUL,
10854,AFOM01216,ACT004,HFC-SRI,21/03/17 17:35,23/03/17 17:35,RETRY-STARTED,1
10855,AFOM01217,ACT004,HFC-SRI,27/03/17 05:03,29/03/17 05:03,STARTED,
10856,AFOM01218,ACT007,PNI,27/03/17 19:32,29/03/17 19:32,RETRY-FAILURE,2
10857,AFOM01219,ACT005,FTTN-SRI,25/03/17 06:42,27/03/17 06:42,ERROR,
10858,AFOM01220,ACT001,FTTN-SRI,23/03/17 04:29,25/03/17 04:29,RETRY-STARTED,1
10859,AFOM01221,ACT005,FTTN-SRI,28/03/17 04:57,30/03/17 04:57,RETRY-FAILURE,1
10860,AFOM01222,ACT003,PNI,25/03/17 13:50,27/03/17 13:50,RETRY-STARTED,3
10861,AFOM01223,ACT003,PNI,21/03/17 02:32,23/03/17 02:32,STARTED,
10862,AFOM01224,ACT010,PNI,25/03/17 18:30,27/03/17 18:30,CREATED,
10863,AFOM01225,ACT004,HFC-SRI,26/03/17 00:26,28/03/17 00:26,CLOSED-SUCCESSFUL,
10864,AFOM01226,ACT010,PNI,20/03/17 07:39,22/03/17 07:39,CLOSED-FAILURE,
10865,AFOM01227,ACT010,PNI,24/03/17 23:11,26/03/17 23:11,CLOSED-FAILURE,
10866,AFOM01228,ACT001,FTTN-SRI,24/03/17 01:04,26/03/17 01:04,RETRY-SUCCESS,3
10867,AFOM01229,ACT009,HFC-SRI,24/03/17 12:52,26/03/17 12:52,ERROR,
10868,AFOM01230,ACT002,HFC-SRI,29/03/17 06:26,31/03/17 06:26,STARTED,
10869,AFOM01231,ACT004,HFC-SRI,21/03/17 07:46,23/03/17 07:46,RETRY-SUCCESS,2
10870,AFOM01232,ACT010,PNI,22/03/17 19:19,24/03/17 19:19,ERROR,
10871,AFOM01233,ACT003,PNI,27/03/17 15:58,29/03/17 15:58,RETRY-STARTED,2
10872,AFOM01234,ACT004,HFC-SRI,24/03/17 02:31,26/03/17 02:31,CLOSED-FAILURE,
10873,AFOM01235,ACT001,FTTN-SRI,24/03/17 09:58,26/03/17 09:58,RETRY-FAILURE,3
10874,AFOM01236,ACT009,HFC-SRI,27/03/17 15:30,29/03/17 15:30,STARTED,
10875,AFOM01237,ACT006,HFC-SRI,28/03/17 13:23,30/03/17 13:23,RETRY-FAILURE,2
10876,AFOM01238,ACT009,HFC-SRI,22/03/17 01:34,24/03/17 01:34,CREATED,
10877,AFOM01239,ACT006,HFC-SRI,27/03/17 01:02,29/03/17 01:02,RETRY-FAILURE,2
10878,AFOM01240,ACT005,FTTN-SRI,28/03/17 17:37,30/03/17 17:37,CREATED,
10879,AFOM01241,ACT007,PNI,26/03/17 19:36,28/03/17 19:36,STARTED,
10880,AFOM01242,ACT001,FTTN-SRI,25/03/17 00:21,27/03/17 00:21,CLOSED-FAILURE,
10881,AFOM01243,ACT008,FTTN-SRI,19/03/17 22:19,21/03/17 22:19,RETRY-FAILURE,3
10882,AFOM01244,ACT008,FTTN-SRI,24/03/17 05:47,26/03/17 05:47,ERROR,
10883,AFOM01245,ACT001,FTTN-SRI,26/03/17 02:33,28/03/17 02:33,CLOSED-SUCCESSFUL,
10884,AFOM01246,ACT004,HFC-SRI,29/03/17 08:40,31/03/17 08:40,RETRY-FAILURE,1
10885,AFOM01247,ACT002,HFC-SRI,21/03/17 02:56,23/03/17 02:56,CLOSED-SUCCESSFUL,
10886,AFOM01248,ACT002,HFC-SRI,19/03/17 14:56,21/03/17 14:56,RETRY-STARTED,1
10887,AFOM01249,ACT005,FTTN-SRI,27/03/17 04:23,29/03/17 04:23,STARTED,
10888,AFOM01250,ACT010,PNI,27/03/17 00:57,29/03/17 00:57,CLOSED-SUCCESSFUL,
10889,AFOM01251,ACT004,HFC-SRI,28/03/17 12:49,30/03/17 12:49,CLOSED-SUCCESSFUL,
10890,AFOM01252,ACT009,HFC-SRI,23/03/17 05:28,25/03/17 05:28,STARTED,
10891,AFOM01253,ACT008,FTTN-SRI,27/03/17 12:07,29/03/17 12:07,RETRY-SUCCESS,2
10892,AFOM01254,ACT004,HFC-SRI,28/03/17 08:09,30/03/17 08:09,CLOSED-SUCCESSFUL,
10893,AFOM01255,ACT009,HFC-SRI,20/03/17 19:18,22/03/17 19:18,ERROR,
10894,AFOM01256,ACT008,FTTN-SRI,22/03/17 10:37,24/03/17 10:37,CLOSED-SUCCESSFUL,
10895,AFOM01257,ACT008,FTTN-SRI,23/03/17 07:03,25/03/17 07:03,RETRY-STARTED,2
10896,AFOM01258,ACT007,PNI,21/03/17 03:58,23/03/17 03:58,RETRY-STARTED,1
10897,AFOM01259,ACT009,HFC-SRI,20/03/17 01:44,22/03/17 01:44,RETRY-FAILURE,1
10898,AFOM01260,ACT004,HFC-SRI,27/03/17 06:06,29/03/17 06:06,CREATED,
10899,AFOM01261,ACT008,FTTN-SRI,20/03/17 23:30,22/03/17 23:30,CLOSED-SUCCESSFUL,
10900,AFOM01262,ACT008,FTTN-SRI,23/03/17 18:54,25/03/17 18:54,RETRY-SUCCESS,1
10901,AFOM01263,ACT003,PNI,22/03/17 13:52,24/03/17 13:52,ERROR,
10902,AFOM01264,ACT002,HFC-SRI,28/03/17 05:35,30/03/17 05:35,STARTED,
10903,AFOM01265,ACT002,HFC-SRI,19/03/17 16:20,21/03/17 16:20,RETRY-STARTED,3
10904,AFOM01266,ACT002,HFC-SRI,21/03/17 17:18,23/03/17 17:18,RETRY-STARTED,1
10905,AFOM01267,ACT008,FTTN-SRI,29/03/17 14:08,31/03/17 14:08,ERROR,
10906,AFOM01268,ACT005,FTTN-SRI,26/03/17 13:50,28/03/17 13:50,RETRY-SUCCESS,2
10907,AFOM01269,ACT006,HFC-SRI,25/03/17 16:29,27/03/17 16:29,CLOSED-SUCCESSFUL,
10908,AFOM01270,ACT002,HFC-SRI,25/03/17 11:38,27/03/17 11:38,CREATED,
10909,AFOM01271,ACT004,HFC-SRI,27/03/17 16:57,29/03/17 16:57,ERROR,
10910,AFOM01272,ACT005,FTTN-SRI,27/03/17 12:40,29/03/17 12:40,RETRY-SUCCESS,3
10911,AFOM01273,ACT001,FTTN-SRI,29/03/17 14:04,31/03/17 14:04,CREATED,
10912,AFOM01274,ACT010,PNI,23/03/17 11:08,25/03/17 11:08,ERROR,
10913,AFOM01275,ACT005,FTTN-SRI,20/03/17 17:18,22/03/17 17:18,CLOSED-SUCCESSFUL,
10914,AFOM01276,ACT006,HFC-SRI,27/03/17 14:50,29/03/17 14:50,CLOSED-SUCCESSFUL,
10915,AFOM01277,ACT005,FTTN-SRI,21/03/17 01:41,23/03/17 01:41,ERROR,
10916,AFOM01278,ACT006,HFC-SRI,23/03/17 11:24,25/03/17 11:24,ERROR,
10917,AFOM01279,ACT007,PNI,22/03/17 05:31,24/03/17 05:31,CLOSED-SUCCESSFUL,
10918,AFOM01280,ACT007,PNI,22/03/17 11:09,24/03/17 11:09,ERROR,
10919,AFOM01281,ACT002,HFC-SRI,28/03/17 20:12,30/03/17 20:12,CLOSED-SUCCESSFUL,
10920,AFOM01282,ACT005,FTTN-SRI,20/03/17 01:14,22/03/17 01:14,STARTED,
10921,AFOM01283,ACT006,HFC-SRI,28/03/17 15:13,30/03/17 15:13,CLOSED-SUCCESSFUL,
10922,AFOM01284,ACT009,HFC-SRI,24/03/17 20:38,26/03/17 20:38,ERROR,
10923,AFOM01285,ACT005,FTTN-SRI,22/03/17 13:12,24/03/17 13:12,RETRY-FAILURE,2
10924,AFOM01286,ACT009,HFC-SRI,24/03/17 01:23,26/03/17 01:23,STARTED,
10925,AFOM01287,ACT007,PNI,22/03/17 02:57,24/03/17 02:57,RETRY-FAILURE,2
10926,AFOM01288,ACT002,HFC-SRI,22/03/17 15:41,24/03/17 15:41,RETRY-SUCCESS,3
10927,AFOM01289,ACT010,PNI,25/03/17 11:12,27/03/17 11:12,RETRY-SUCCESS,2
10928,AFOM01290,ACT006,HFC-SRI,23/03/17 09:02,25/03/17 09:02,CREATED,
10929,AFOM01291,ACT004,HFC-SRI,23/03/17 15:10,25/03/17 15:10,STARTED,
10930,AFOM01292,ACT010,PNI,27/03/17 05:37,29/03/17 05:37,ERROR,
10931,AFOM01293,ACT003,PNI,28/03/17 16:46,30/03/17 16:46,CLOSED-SUCCESSFUL,
10932,AFOM01294,ACT009,HFC-SRI,22/03/17 17:04,24/03/17 17:04,ERROR,
10933,AFOM01295,ACT008,FTTN-SRI,23/03/17 19:34,25/03/17 19:34,CREATED,
10934,AFOM01296,ACT006,HFC-SRI,23/03/17 01:10,25/03/17 01:10,STARTED,
10935,AFOM01297,ACT001,FTTN-SRI,24/03/17 20:18,26/03/17 20:18,RETRY-FAILURE,2
10936,AFOM01298,ACT004,HFC-SRI,20/03/17 02:12,22/03/17 02:12,CLOSED-SUCCESSFUL,
10937,AFOM01299,ACT002,HFC-SRI,27/03/17 04:57,29/03/17 04:57,RETRY-FAILURE,2
10938,AFOM01300,ACT004,HFC-SRI,24/03/17 21:15,26/03/17 21:15,CLOSED-FAILURE,
10939,AFOM01301,ACT001,FTTN-SRI,24/03/17 21:48,26/03/17 21:48,CREATED,
10940,AFOM01302,ACT004,HFC-SRI,28/03/17 10:22,30/03/17 10:22,RETRY-FAILURE,1
10941,AFOM01303,ACT006,HFC-SRI,24/03/17 18:52,26/03/17 18:52,RETRY-FAILURE,3
10942,AFOM01304,ACT001,FTTN-SRI,20/03/17 13:36,22/03/17 13:36,CREATED,
10943,AFOM01305,ACT004,HFC-SRI,27/03/17 03:38,29/03/17 03:38,STARTED,
10944,AFOM01306,ACT008,FTTN-SRI,27/03/17 02:06,29/03/17 02:06,ERROR,
10945,AFOM01307,ACT006,HFC-SRI,25/03/17 11:04,27/03/17 11:04,CLOSED-SUCCESSFUL,
10946,AFOM01308,ACT001,FTTN-SRI,26/03/17 22:23,28/03/17 22:23,ERROR,
10947,AFOM01309,ACT007,PNI,26/03/17 10:00,28/03/17 10:00,RETRY-STARTED,1
10948,AFOM01310,ACT007,PNI,28/03/17 16:44,30/03/17 16:44,CLOSED-SUCCESSFUL,
10949,AFOM01311,ACT004,HFC-SRI,26/03/17 21:20,28/03/17 21:20,CLOSED-SUCCESSFUL,
10950,AFOM01312,ACT006,HFC-SRI,27/03/17 15:24,29/03/17 15:24,STARTED,
10951,AFOM01313,ACT006,HFC-SRI,24/03/17 06:25,26/03/17 06:25,CREATED,
10952,AFOM01314,ACT005,FTTN-SRI,25/03/17 22:52,27/03/17 22:52,STARTED,
10953,AFOM01315,ACT010,PNI,19/03/17 15:10,21/03/17 15:10,CREATED,
10954,AFOM01316,ACT009,HFC-SRI,19/03/17 15:20,21/03/17 15:20,STARTED,
10955,AFOM01317,ACT009,HFC-SRI,19/03/17 17:31,21/03/17 17:31,RETRY-SUCCESS,3
10956,AFOM01318,ACT009,HFC-SRI,26/03/17 06:55,28/03/17 06:55,CLOSED-FAILURE,
10957,AFOM01319,ACT006,HFC-SRI,21/03/17 16:09,23/03/17 16:09,CLOSED-FAILURE,
